PetID,target_adopcion_lenta,conjunto_petfinder,ruta_imagen_principal,numero_imagen_principal,PhotoAmt,VideoAmt,image_width,image_height,image_aspect_ratio
d1a67cee6,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\d1a67cee6-1.jpg,1.0,8.0,0,400.0,266.0,1.5037593984962405
943bcd4db,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\943bcd4db-1.jpg,1.0,5.0,0,640.0,480.0,1.3333333333333333
352522dbd,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\352522dbd-1.jpg,1.0,6.0,0,640.0,361.0,1.7728531855955678
2e4eb9198,0,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\2e4eb9198-1.jpg,1.0,7.0,0,400.0,300.0,1.3333333333333333
0e4ef28c9,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\0e4ef28c9-1.jpg,1.0,1.0,0,400.0,300.0,1.3333333333333333
c06b6d8bf,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\c06b6d8bf-1.jpg,1.0,1.0,0,348.0,400.0,0.87
d3411347b,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\d3411347b-1.jpg,1.0,13.0,4,357.0,478.0,0.7468619246861925
cfd819dd9,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\cfd819dd9-1.jpg,1.0,4.0,0,348.0,480.0,0.725
1a2f33fec,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\1a2f33fec-1.jpg,1.0,1.0,0,270.0,480.0,0.5625
44c8447f9,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\44c8447f9-1.jpg,1.0,5.0,0,267.0,400.0,0.6675
1a3da2ae5,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\1a3da2ae5-1.jpg,1.0,3.0,0,300.0,400.0,0.75
1c2f669f2,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\1c2f669f2-1.jpg,1.0,3.0,0,203.0,360.0,0.5638888888888889
cc463360a,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\cc463360a-1.jpg,1.0,4.0,0,385.0,480.0,0.8020833333333334
2469e58fd,1,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\2469e58fd-1.jpg,1.0,6.0,0,400.0,299.0,1.3377926421404682
42444811d,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\42444811d-1.jpg,1.0,4.0,0,360.0,480.0,0.75
fc9773fa5,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\fc9773fa5-1.jpg,1.0,4.0,0,400.0,300.0,1.3333333333333333
89fd79488,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\89fd79488-1.jpg,1.0,1.0,0,400.0,334.0,1.1976047904191616
988f48ca6,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\988f48ca6-1.jpg,1.0,4.0,0,400.0,300.0,1.3333333333333333
bcd6d7e62,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\bcd6d7e62-1.jpg,1.0,5.0,0,453.0,480.0,0.94375
b12b6dc93,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\b12b6dc93-1.jpg,1.0,1.0,0,400.0,266.0,1.5037593984962405
ba6ea2d18,0,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\ba6ea2d18-1.jpg,1.0,2.0,0,282.0,302.0,0.9337748344370861
31da37bc0,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\31da37bc0-1.jpg,1.0,14.0,0,299.0,400.0,0.7475
9fce612cf,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\9fce612cf-1.jpg,1.0,13.0,0,400.0,299.0,1.3377926421404682
2b31f1be3,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\2b31f1be3-1.jpg,1.0,6.0,0,300.0,400.0,0.75
49c8a0216,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\49c8a0216-1.jpg,1.0,1.0,0,396.0,480.0,0.825
662af5b80,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\662af5b80-1.jpg,1.0,1.0,0,289.0,479.0,0.6033402922755741
a3d4585c2,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\a3d4585c2-1.jpg,1.0,2.0,0,400.0,357.0,1.1204481792717087
7ba2a5c50,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\7ba2a5c50-1.jpg,1.0,2.0,0,360.0,480.0,0.75
ae0076e01,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\ae0076e01-1.jpg,1.0,4.0,1,203.0,360.0,0.5638888888888889
919768bb5,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\919768bb5-1.jpg,1.0,2.0,0,270.0,480.0,0.5625
6b685abae,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\6b685abae-1.jpg,1.0,5.0,0,298.0,400.0,0.745
49360414f,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\49360414f-1.jpg,1.0,3.0,0,400.0,300.0,1.3333333333333333
ca3312b77,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\ca3312b77-1.jpg,1.0,1.0,0,360.0,480.0,0.75
859426703,0,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\859426703-1.jpg,1.0,2.0,0,480.0,640.0,0.75
a428c4daf,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\a428c4daf-1.jpg,1.0,7.0,1,301.0,400.0,0.7525
5c4742e35,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\5c4742e35-1.jpg,1.0,5.0,0,346.0,480.0,0.7208333333333333
e064d3504,0,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\e064d3504-1.jpg,1.0,5.0,0,271.0,480.0,0.5645833333333333
50e061767,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\50e061767-1.jpg,1.0,10.0,0,300.0,207.0,1.4492753623188406
797bcabfd,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\797bcabfd-1.jpg,1.0,2.0,0,360.0,480.0,0.75
f653550ac,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\f653550ac-1.jpg,1.0,1.0,0,360.0,480.0,0.75
241b90aaa,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\241b90aaa-1.jpg,1.0,4.0,0,271.0,480.0,0.5645833333333333
b0b33bec3,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\b0b33bec3-1.jpg,1.0,6.0,0,400.0,267.0,1.4981273408239701
c68f66799,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\c68f66799-1.jpg,1.0,5.0,0,300.0,400.0,0.75
00c71a320,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\00c71a320-1.jpg,1.0,2.0,0,300.0,400.0,0.75
1238ed024,1,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\1238ed024-1.jpg,1.0,11.0,0,270.0,480.0,0.5625
ee7c25387,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\ee7c25387-1.jpg,1.0,3.0,0,300.0,400.0,0.75
8c5bf2766,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\8c5bf2766-1.jpg,1.0,5.0,0,348.0,480.0,0.725
11b9089f7,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\11b9089f7-1.jpg,1.0,4.0,0,127.0,225.0,0.5644444444444444
4cfee2fbe,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\4cfee2fbe-1.jpg,1.0,5.0,0,400.0,300.0,1.3333333333333333
9b95ec85b,0,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\9b95ec85b-1.jpg,1.0,2.0,0,288.0,480.0,0.6
9ef11ed6e,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\9ef11ed6e-1.jpg,1.0,1.0,0,360.0,480.0,0.75
5fcb3804f,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\5fcb3804f-1.jpg,1.0,1.0,0,640.0,480.0,1.3333333333333333
d67c5c6cf,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\d67c5c6cf-1.jpg,1.0,1.0,0,434.0,480.0,0.9041666666666667
68f3cfdcb,0,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\68f3cfdcb-1.jpg,1.0,4.0,0,400.0,400.0,1.0
02cd64831,1,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\02cd64831-1.jpg,1.0,1.0,0,270.0,480.0,0.5625
37ed9080d,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\37ed9080d-1.jpg,1.0,1.0,0,270.0,480.0,0.5625
7a9ca7419,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\7a9ca7419-1.jpg,1.0,5.0,0,300.0,400.0,0.75
022b37ea0,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\022b37ea0-1.jpg,1.0,7.0,2,640.0,478.0,1.3389121338912133
edf80e3cc,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\edf80e3cc-1.jpg,1.0,1.0,0,288.0,480.0,0.6
9012ebabb,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\9012ebabb-1.jpg,1.0,2.0,0,360.0,480.0,0.75
45c2eb379,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\45c2eb379-1.jpg,1.0,2.0,0,203.0,360.0,0.5638888888888889
b94ddd6a9,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\b94ddd6a9-1.jpg,1.0,3.0,0,360.0,480.0,0.75
69e10dd04,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\69e10dd04-1.jpg,1.0,2.0,0,400.0,300.0,1.3333333333333333
123f15578,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\123f15578-1.jpg,1.0,1.0,0,400.0,300.0,1.3333333333333333
1a952e440,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\1a952e440-1.jpg,1.0,1.0,0,400.0,400.0,1.0
fd2cc8576,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\fd2cc8576-1.jpg,1.0,1.0,0,460.0,480.0,0.9583333333333334
92189aa31,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\92189aa31-1.jpg,1.0,1.0,0,480.0,480.0,1.0
b3185d954,0,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\b3185d954-1.jpg,1.0,5.0,0,400.0,200.0,2.0
ae0bc846b,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\ae0bc846b-1.jpg,1.0,10.0,0,300.0,400.0,0.75
3d7275647,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\3d7275647-1.jpg,1.0,2.0,0,400.0,400.0,1.0
3cfec8730,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\3cfec8730-1.jpg,1.0,5.0,0,299.0,400.0,0.7475
9c3f9ca37,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\9c3f9ca37-1.jpg,1.0,2.0,0,471.0,480.0,0.98125
143760a33,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\143760a33-1.jpg,1.0,1.0,0,640.0,640.0,1.0
e42fd0fed,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\e42fd0fed-1.jpg,1.0,9.0,0,400.0,300.0,1.3333333333333333
7c37095b6,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\7c37095b6-1.jpg,1.0,3.0,0,640.0,360.0,1.7777777777777777
66b978701,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\66b978701-1.jpg,1.0,1.0,0,270.0,480.0,0.5625
6627a8ab8,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\6627a8ab8-1.jpg,1.0,2.0,0,400.0,300.0,1.3333333333333333
62887c0ea,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\62887c0ea-1.jpg,1.0,11.0,0,400.0,280.0,1.4285714285714286
e3d10f7cc,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\e3d10f7cc-1.jpg,1.0,1.0,0,640.0,637.0,1.0047095761381475
074042a24,0,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\074042a24-1.jpg,1.0,6.0,4,270.0,360.0,0.75
5bc5e3faa,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\5bc5e3faa-1.jpg,1.0,1.0,0,400.0,300.0,1.3333333333333333
89a396d79,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\89a396d79-1.jpg,1.0,2.0,0,639.0,360.0,1.775
91f5bb21f,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\91f5bb21f-1.jpg,1.0,1.0,0,400.0,300.0,1.3333333333333333
6c3222742,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\6c3222742-1.jpg,1.0,7.0,0,400.0,269.0,1.486988847583643
199f37bc2,1,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\199f37bc2-1.jpg,1.0,4.0,0,360.0,480.0,0.75
adff46aad,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\adff46aad-1.jpg,1.0,2.0,0,301.0,480.0,0.6270833333333333
6ea2ddaf2,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\6ea2ddaf2-1.jpg,1.0,2.0,0,269.0,479.0,0.5615866388308977
b53990a1d,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\b53990a1d-1.jpg,1.0,1.0,0,300.0,400.0,0.75
31893804f,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\31893804f-1.jpg,1.0,1.0,0,640.0,480.0,1.3333333333333333
c36943627,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\c36943627-1.jpg,1.0,5.0,0,338.0,336.0,1.005952380952381
df7aa79a4,0,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\df7aa79a4-1.jpg,1.0,4.0,0,300.0,400.0,0.75
c226ecabd,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\c226ecabd-1.jpg,1.0,1.0,0,360.0,480.0,0.75
37bbc6060,1,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\37bbc6060-1.jpg,1.0,4.0,0,400.0,268.0,1.492537313432836
144ad89a5,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\144ad89a5-1.jpg,1.0,5.0,0,304.0,400.0,0.76
9c91ae76a,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\9c91ae76a-1.jpg,1.0,5.0,0,400.0,371.0,1.0781671159029649
a427984f4,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\a427984f4-1.jpg,1.0,2.0,0,300.0,400.0,0.75
48f20f515,0,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\48f20f515-1.jpg,1.0,3.0,0,360.0,480.0,0.75
a7fd7a703,1,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\a7fd7a703-1.jpg,1.0,8.0,0,225.0,399.0,0.5639097744360902
d2b59ecaa,0,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\d2b59ecaa-1.jpg,1.0,2.0,0,399.0,225.0,1.7733333333333334
c8f5f9120,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\c8f5f9120-1.jpg,1.0,1.0,0,400.0,300.0,1.3333333333333333
515d9508a,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\515d9508a-1.jpg,1.0,1.0,0,400.0,300.0,1.3333333333333333
a7a28b4f4,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\a7a28b4f4-1.jpg,1.0,2.0,0,300.0,400.0,0.75
9aa2d99f5,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\9aa2d99f5-1.jpg,1.0,3.0,0,300.0,400.0,0.75
86bf33207,0,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\86bf33207-1.jpg,1.0,2.0,0,358.0,479.0,0.7473903966597077
5902c3051,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\5902c3051-1.jpg,1.0,7.0,0,360.0,480.0,0.75
3a7d3c17e,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\3a7d3c17e-1.jpg,1.0,7.0,0,400.0,299.0,1.3377926421404682
a8da358d1,1,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\a8da358d1-1.jpg,1.0,10.0,0,300.0,400.0,0.75
829ea64cc,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\829ea64cc-1.jpg,1.0,4.0,0,300.0,400.0,0.75
54b0c0564,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\54b0c0564-1.jpg,1.0,2.0,0,400.0,300.0,1.3333333333333333
6f28d2ab3,0,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\6f28d2ab3-1.jpg,1.0,3.0,0,400.0,300.0,1.3333333333333333
29e6c171d,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\29e6c171d-1.jpg,1.0,1.0,0,273.0,399.0,0.6842105263157895
2db964259,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\2db964259-1.jpg,1.0,1.0,0,360.0,480.0,0.75
c98188040,1,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\c98188040-1.jpg,1.0,1.0,0,400.0,162.0,2.4691358024691357
bca8b44ae,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\bca8b44ae-1.jpg,1.0,3.0,0,400.0,300.0,1.3333333333333333
e76b8eeb2,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\e76b8eeb2-1.jpg,1.0,3.0,0,300.0,400.0,0.75
183c947eb,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\183c947eb-1.jpg,1.0,5.0,0,640.0,480.0,1.3333333333333333
7f5e7cf4a,0,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\7f5e7cf4a-1.jpg,1.0,3.0,0,360.0,480.0,0.75
0e0d0a9af,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\0e0d0a9af-1.jpg,1.0,1.0,0,203.0,360.0,0.5638888888888889
6cb63297c,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\6cb63297c-1.jpg,1.0,6.0,0,300.0,400.0,0.75
229beedff,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\229beedff-1.jpg,1.0,2.0,0,640.0,480.0,1.3333333333333333
b617ce1ce,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\b617ce1ce-1.jpg,1.0,3.0,0,288.0,480.0,0.6
4d75e5771,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\4d75e5771-1.jpg,1.0,3.0,0,270.0,480.0,0.5625
36b57b1ee,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\36b57b1ee-1.jpg,1.0,3.0,0,270.0,480.0,0.5625
ef86c51b2,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\ef86c51b2-1.jpg,1.0,1.0,0,344.0,400.0,0.86
5b539effd,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\5b539effd-1.jpg,1.0,2.0,0,270.0,480.0,0.5625
b3f69b209,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\b3f69b209-1.jpg,1.0,1.0,0,360.0,480.0,0.75
a1fb1b5bb,1,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\a1fb1b5bb-1.jpg,1.0,3.0,0,400.0,299.0,1.3377926421404682
90caf70eb,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\90caf70eb-1.jpg,1.0,3.0,0,640.0,442.0,1.4479638009049773
c219bf074,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\c219bf074-1.jpg,1.0,1.0,0,300.0,400.0,0.75
5dace0494,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\5dace0494-1.jpg,1.0,5.0,0,640.0,480.0,1.3333333333333333
58ef3eec9,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\58ef3eec9-1.jpg,1.0,1.0,0,400.0,300.0,1.3333333333333333
919a7dd34,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\919a7dd34-1.jpg,1.0,1.0,0,400.0,300.0,1.3333333333333333
80034deb8,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\80034deb8-1.jpg,1.0,2.0,0,325.0,479.0,0.6784968684759917
6dac8ec35,1,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\6dac8ec35-1.jpg,1.0,1.0,0,300.0,400.0,0.75
69f9ebfbc,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\69f9ebfbc-1.jpg,1.0,5.0,0,309.0,400.0,0.7725
41b98eea2,0,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\41b98eea2-1.jpg,1.0,1.0,0,400.0,301.0,1.3289036544850499
91e1bffc5,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\91e1bffc5-1.jpg,1.0,2.0,0,640.0,640.0,1.0
bb1775dbe,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\bb1775dbe-1.jpg,1.0,1.0,0,360.0,480.0,0.75
858854bb5,1,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\858854bb5-1.jpg,1.0,3.0,0,300.0,400.0,0.75
cf6995fef,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\cf6995fef-1.jpg,1.0,1.0,0,203.0,360.0,0.5638888888888889
0d440b00e,0,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\0d440b00e-1.jpg,1.0,2.0,0,387.0,259.0,1.494208494208494
d1878035a,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\d1878035a-1.jpg,1.0,3.0,0,300.0,400.0,0.75
b86b0db65,0,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\b86b0db65-1.jpg,1.0,6.0,0,250.0,480.0,0.5208333333333334
7448f3165,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\7448f3165-1.jpg,1.0,8.0,0,267.0,400.0,0.6675
948f580dd,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\948f580dd-1.jpg,1.0,14.0,0,400.0,288.0,1.3888888888888888
05bde54cc,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\05bde54cc-1.jpg,1.0,3.0,0,640.0,360.0,1.7777777777777777
7e48ad81b,0,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\7e48ad81b-1.jpg,1.0,5.0,1,360.0,480.0,0.75
a79983c71,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\a79983c71-1.jpg,1.0,19.0,0,300.0,400.0,0.75
4a9d058f6,0,test,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\4a9d058f6-1.jpg,1.0,5.0,0,399.0,315.0,1.2666666666666666
de41ebc79,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\de41ebc79-1.jpg,1.0,3.0,0,639.0,360.0,1.775
a8e5ae23a,0,valid,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\a8e5ae23a-1.jpg,1.0,14.0,0,640.0,640.0,1.0
ada44e887,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\ada44e887-1.jpg,1.0,4.0,0,360.0,480.0,0.75
8378c8af1,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\8378c8af1-1.jpg,1.0,4.0,0,300.0,400.0,0.75
71e5aca0a,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\71e5aca0a-1.jpg,1.0,1.0,0,203.0,360.0,0.5638888888888889
a124a31ee,0,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\a124a31ee-1.jpg,1.0,2.0,0,400.0,300.0,1.3333333333333333
1e115d8ff,1,train,g:\Mi unidad\TFM\invisible-dogs-tfm\data\raw_petfinder\train_images\1e115d8ff-1.jpg,1.0,9.0,0,270.0,152.0,1.7763157894736843
