archivo,indice_local,label,raza_display
train-00000-of-00006.parquet,9453,23,Saluki
train-00000-of-00006.parquet,9454,23,Saluki
train-00000-of-00006.parquet,9455,23,Saluki
train-00000-of-00006.parquet,9456,23,Saluki
train-00000-of-00006.parquet,9457,23,Saluki
train-00000-of-00006.parquet,9458,23,Saluki
train-00000-of-00006.parquet,9459,23,Saluki
train-00000-of-00006.parquet,9460,23,Saluki
train-00000-of-00006.parquet,9461,23,Saluki
train-00000-of-00006.parquet,9462,23,Saluki
train-00000-of-00006.parquet,9463,23,Saluki
train-00000-of-00006.parquet,9464,23,Saluki
train-00000-of-00006.parquet,9465,23,Saluki
train-00000-of-00006.parquet,9466,23,Saluki
train-00000-of-00006.parquet,9467,23,Saluki
train-00000-of-00006.parquet,9468,23,Saluki
train-00000-of-00006.parquet,9469,23,Saluki
train-00000-of-00006.parquet,9470,23,Saluki
train-00000-of-00006.parquet,9471,23,Saluki
train-00000-of-00006.parquet,9472,23,Saluki
train-00000-of-00006.parquet,9473,23,Saluki
train-00000-of-00006.parquet,9474,23,Saluki
train-00000-of-00006.parquet,9475,23,Saluki
train-00000-of-00006.parquet,9476,23,Saluki
train-00000-of-00006.parquet,9477,23,Saluki
train-00000-of-00006.parquet,9478,23,Saluki
train-00000-of-00006.parquet,9479,23,Saluki
train-00000-of-00006.parquet,9480,23,Saluki
train-00000-of-00006.parquet,9481,23,Saluki
train-00000-of-00006.parquet,9483,23,Saluki
train-00000-of-00006.parquet,9484,23,Saluki
train-00000-of-00006.parquet,9485,23,Saluki
train-00000-of-00006.parquet,9486,24,Irish Setter
train-00000-of-00006.parquet,9487,24,Irish Setter
train-00000-of-00006.parquet,9488,24,Irish Setter
train-00000-of-00006.parquet,9489,24,Irish Setter
train-00000-of-00006.parquet,9490,24,Irish Setter
train-00000-of-00006.parquet,9491,24,Irish Setter
train-00000-of-00006.parquet,9492,24,Irish Setter
train-00000-of-00006.parquet,9493,24,Irish Setter
train-00000-of-00006.parquet,9494,24,Irish Setter
train-00000-of-00006.parquet,9495,24,Irish Setter
train-00000-of-00006.parquet,9496,24,Irish Setter
train-00000-of-00006.parquet,9497,24,Irish Setter
train-00000-of-00006.parquet,9498,24,Irish Setter
train-00000-of-00006.parquet,9499,24,Irish Setter
train-00000-of-00006.parquet,9500,24,Irish Setter
train-00000-of-00006.parquet,9501,24,Irish Setter
train-00000-of-00006.parquet,9502,24,Irish Setter
train-00000-of-00006.parquet,9503,24,Irish Setter
train-00000-of-00006.parquet,9504,24,Irish Setter
train-00000-of-00006.parquet,9505,24,Irish Setter
train-00000-of-00006.parquet,9506,24,Irish Setter
train-00000-of-00006.parquet,9507,24,Irish Setter
train-00000-of-00006.parquet,9509,24,Irish Setter
train-00000-of-00006.parquet,9510,24,Irish Setter
train-00000-of-00006.parquet,9511,24,Irish Setter
train-00000-of-00006.parquet,9512,24,Irish Setter
train-00000-of-00006.parquet,9514,24,Irish Setter
train-00000-of-00006.parquet,9515,24,Irish Setter
train-00000-of-00006.parquet,9516,24,Irish Setter
train-00000-of-00006.parquet,9517,24,Irish Setter
train-00000-of-00006.parquet,9518,24,Irish Setter
train-00000-of-00006.parquet,9519,24,Irish Setter
train-00000-of-00006.parquet,9520,24,Irish Setter
train-00000-of-00006.parquet,9521,24,Irish Setter
train-00000-of-00006.parquet,9522,24,Irish Setter
train-00000-of-00006.parquet,9523,24,Irish Setter
train-00000-of-00006.parquet,9524,24,Irish Setter
train-00000-of-00006.parquet,9525,24,Irish Setter
train-00000-of-00006.parquet,9526,24,Irish Setter
train-00000-of-00006.parquet,9527,24,Irish Setter
train-00000-of-00006.parquet,9528,24,Irish Setter
train-00000-of-00006.parquet,9529,24,Irish Setter
train-00000-of-00006.parquet,9530,24,Irish Setter
train-00000-of-00006.parquet,9531,24,Irish Setter
train-00000-of-00006.parquet,9532,24,Irish Setter
train-00000-of-00006.parquet,9533,24,Irish Setter
train-00000-of-00006.parquet,9534,24,Irish Setter
train-00000-of-00006.parquet,9535,24,Irish Setter
train-00000-of-00006.parquet,9536,24,Irish Setter
train-00000-of-00006.parquet,9537,24,Irish Setter
train-00000-of-00006.parquet,9538,24,Irish Setter
train-00000-of-00006.parquet,9539,24,Irish Setter
train-00000-of-00006.parquet,9540,24,Irish Setter
train-00000-of-00006.parquet,9541,24,Irish Setter
train-00000-of-00006.parquet,9542,24,Irish Setter
train-00000-of-00006.parquet,9543,24,Irish Setter
train-00000-of-00006.parquet,9544,24,Irish Setter
train-00000-of-00006.parquet,9545,24,Irish Setter
train-00000-of-00006.parquet,9546,24,Irish Setter
train-00000-of-00006.parquet,9547,24,Irish Setter
train-00000-of-00006.parquet,9548,24,Irish Setter
train-00000-of-00006.parquet,9549,24,Irish Setter
train-00000-of-00006.parquet,9550,24,Irish Setter
train-00000-of-00006.parquet,9551,24,Irish Setter
train-00000-of-00006.parquet,9552,24,Irish Setter
train-00000-of-00006.parquet,9553,24,Irish Setter
train-00000-of-00006.parquet,9554,24,Irish Setter
train-00000-of-00006.parquet,9555,24,Irish Setter
train-00000-of-00006.parquet,9556,24,Irish Setter
train-00000-of-00006.parquet,9557,24,Irish Setter
train-00000-of-00006.parquet,9558,24,Irish Setter
train-00000-of-00006.parquet,9559,24,Irish Setter
train-00000-of-00006.parquet,9560,24,Irish Setter
train-00000-of-00006.parquet,9561,24,Irish Setter
train-00000-of-00006.parquet,9562,24,Irish Setter
train-00000-of-00006.parquet,9563,24,Irish Setter
train-00000-of-00006.parquet,9564,24,Irish Setter
train-00000-of-00006.parquet,9565,24,Irish Setter
train-00000-of-00006.parquet,9566,24,Irish Setter
train-00000-of-00006.parquet,9567,24,Irish Setter
train-00000-of-00006.parquet,9568,24,Irish Setter
train-00000-of-00006.parquet,9569,24,Irish Setter
train-00000-of-00006.parquet,9570,24,Irish Setter
train-00000-of-00006.parquet,9571,24,Irish Setter
train-00000-of-00006.parquet,9572,24,Irish Setter
train-00000-of-00006.parquet,9573,24,Irish Setter
train-00000-of-00006.parquet,9574,24,Irish Setter
train-00000-of-00006.parquet,9575,24,Irish Setter
train-00000-of-00006.parquet,9576,24,Irish Setter
train-00000-of-00006.parquet,9577,24,Irish Setter
train-00000-of-00006.parquet,9578,24,Irish Setter
train-00000-of-00006.parquet,9579,24,Irish Setter
train-00000-of-00006.parquet,9580,24,Irish Setter
train-00000-of-00006.parquet,9581,24,Irish Setter
train-00000-of-00006.parquet,9582,24,Irish Setter
train-00000-of-00006.parquet,9584,24,Irish Setter
train-00000-of-00006.parquet,9585,24,Irish Setter
train-00000-of-00006.parquet,9586,24,Irish Setter
train-00000-of-00006.parquet,9587,24,Irish Setter
train-00000-of-00006.parquet,9588,24,Irish Setter
train-00000-of-00006.parquet,9589,24,Irish Setter
train-00000-of-00006.parquet,9590,24,Irish Setter
train-00000-of-00006.parquet,9591,24,Irish Setter
train-00000-of-00006.parquet,9593,24,Irish Setter
train-00000-of-00006.parquet,9595,24,Irish Setter
train-00000-of-00006.parquet,9596,24,Irish Setter
train-00000-of-00006.parquet,9597,24,Irish Setter
train-00000-of-00006.parquet,9599,24,Irish Setter
train-00000-of-00006.parquet,9600,24,Irish Setter
train-00000-of-00006.parquet,9601,24,Irish Setter
train-00000-of-00006.parquet,9602,24,Irish Setter
train-00000-of-00006.parquet,9603,24,Irish Setter
train-00000-of-00006.parquet,9604,24,Irish Setter
train-00000-of-00006.parquet,9605,24,Irish Setter
train-00000-of-00006.parquet,9606,24,Irish Setter
train-00000-of-00006.parquet,9607,24,Irish Setter
train-00000-of-00006.parquet,9608,24,Irish Setter
train-00000-of-00006.parquet,9609,24,Irish Setter
train-00000-of-00006.parquet,9610,24,Irish Setter
train-00000-of-00006.parquet,9611,24,Irish Setter
train-00000-of-00006.parquet,9612,24,Irish Setter
train-00000-of-00006.parquet,9613,24,Irish Setter
train-00000-of-00006.parquet,9614,24,Irish Setter
train-00000-of-00006.parquet,9615,24,Irish Setter
train-00000-of-00006.parquet,9616,24,Irish Setter
train-00000-of-00006.parquet,9617,24,Irish Setter
train-00000-of-00006.parquet,9618,24,Irish Setter
train-00000-of-00006.parquet,9619,24,Irish Setter
train-00000-of-00006.parquet,9620,24,Irish Setter
train-00000-of-00006.parquet,9621,24,Irish Setter
train-00000-of-00006.parquet,9622,24,Irish Setter
train-00000-of-00006.parquet,9623,24,Irish Setter
train-00000-of-00006.parquet,9624,24,Irish Setter
train-00000-of-00006.parquet,9625,24,Irish Setter
train-00000-of-00006.parquet,9626,24,Irish Setter
train-00000-of-00006.parquet,9627,24,Irish Setter
train-00000-of-00006.parquet,9628,24,Irish Setter
train-00000-of-00006.parquet,9629,24,Irish Setter
train-00000-of-00006.parquet,9631,24,Irish Setter
train-00000-of-00006.parquet,9632,24,Irish Setter
train-00000-of-00006.parquet,9633,24,Irish Setter
train-00000-of-00006.parquet,9634,24,Irish Setter
train-00000-of-00006.parquet,9635,24,Irish Setter
train-00000-of-00006.parquet,9636,24,Irish Setter
train-00000-of-00006.parquet,9637,24,Irish Setter
train-00000-of-00006.parquet,9638,24,Irish Setter
train-00000-of-00006.parquet,9639,24,Irish Setter
train-00000-of-00006.parquet,9640,24,Irish Setter
train-00000-of-00006.parquet,9641,24,Irish Setter
train-00000-of-00006.parquet,9642,24,Irish Setter
train-00000-of-00006.parquet,9643,24,Irish Setter
train-00000-of-00006.parquet,9644,24,Irish Setter
train-00000-of-00006.parquet,9645,24,Irish Setter
train-00000-of-00006.parquet,9646,24,Irish Setter
train-00000-of-00006.parquet,9647,24,Irish Setter
train-00000-of-00006.parquet,9648,24,Irish Setter
train-00000-of-00006.parquet,9649,24,Irish Setter
train-00000-of-00006.parquet,9650,24,Irish Setter
train-00000-of-00006.parquet,9651,24,Irish Setter
train-00000-of-00006.parquet,9652,24,Irish Setter
train-00000-of-00006.parquet,9653,25,Blenheim Spaniel
train-00000-of-00006.parquet,9654,25,Blenheim Spaniel
train-00000-of-00006.parquet,9655,25,Blenheim Spaniel
train-00000-of-00006.parquet,9656,25,Blenheim Spaniel
train-00000-of-00006.parquet,9657,25,Blenheim Spaniel
train-00000-of-00006.parquet,9658,25,Blenheim Spaniel
train-00000-of-00006.parquet,9659,25,Blenheim Spaniel
train-00000-of-00006.parquet,9660,25,Blenheim Spaniel
train-00000-of-00006.parquet,9662,25,Blenheim Spaniel
train-00000-of-00006.parquet,9663,25,Blenheim Spaniel
train-00000-of-00006.parquet,9664,25,Blenheim Spaniel
train-00000-of-00006.parquet,9665,25,Blenheim Spaniel
train-00000-of-00006.parquet,9666,25,Blenheim Spaniel
train-00000-of-00006.parquet,9667,25,Blenheim Spaniel
train-00000-of-00006.parquet,9668,25,Blenheim Spaniel
train-00000-of-00006.parquet,9669,25,Blenheim Spaniel
train-00000-of-00006.parquet,9670,25,Blenheim Spaniel
train-00000-of-00006.parquet,9671,25,Blenheim Spaniel
train-00000-of-00006.parquet,9673,25,Blenheim Spaniel
train-00000-of-00006.parquet,9674,25,Blenheim Spaniel
train-00000-of-00006.parquet,9675,25,Blenheim Spaniel
train-00000-of-00006.parquet,9676,25,Blenheim Spaniel
train-00000-of-00006.parquet,9677,25,Blenheim Spaniel
train-00000-of-00006.parquet,9678,25,Blenheim Spaniel
train-00000-of-00006.parquet,9679,25,Blenheim Spaniel
train-00000-of-00006.parquet,9680,25,Blenheim Spaniel
train-00000-of-00006.parquet,9681,25,Blenheim Spaniel
train-00000-of-00006.parquet,9682,25,Blenheim Spaniel
train-00000-of-00006.parquet,9683,25,Blenheim Spaniel
train-00000-of-00006.parquet,9684,25,Blenheim Spaniel
train-00000-of-00006.parquet,9685,25,Blenheim Spaniel
train-00000-of-00006.parquet,9686,25,Blenheim Spaniel
train-00000-of-00006.parquet,9688,25,Blenheim Spaniel
train-00000-of-00006.parquet,9689,25,Blenheim Spaniel
train-00000-of-00006.parquet,9690,25,Blenheim Spaniel
train-00000-of-00006.parquet,9691,25,Blenheim Spaniel
train-00000-of-00006.parquet,9692,25,Blenheim Spaniel
train-00000-of-00006.parquet,9693,25,Blenheim Spaniel
train-00000-of-00006.parquet,9694,25,Blenheim Spaniel
train-00000-of-00006.parquet,9695,25,Blenheim Spaniel
train-00000-of-00006.parquet,9696,25,Blenheim Spaniel
train-00000-of-00006.parquet,9697,25,Blenheim Spaniel
train-00000-of-00006.parquet,9698,25,Blenheim Spaniel
train-00000-of-00006.parquet,9699,25,Blenheim Spaniel
train-00000-of-00006.parquet,9700,25,Blenheim Spaniel
train-00000-of-00006.parquet,9701,25,Blenheim Spaniel
train-00000-of-00006.parquet,9702,25,Blenheim Spaniel
train-00000-of-00006.parquet,9703,25,Blenheim Spaniel
train-00000-of-00006.parquet,9704,25,Blenheim Spaniel
train-00000-of-00006.parquet,9706,25,Blenheim Spaniel
train-00000-of-00006.parquet,9707,25,Blenheim Spaniel
train-00000-of-00006.parquet,9708,25,Blenheim Spaniel
train-00000-of-00006.parquet,9709,25,Blenheim Spaniel
train-00000-of-00006.parquet,9710,25,Blenheim Spaniel
train-00000-of-00006.parquet,9711,25,Blenheim Spaniel
train-00000-of-00006.parquet,9712,25,Blenheim Spaniel
train-00000-of-00006.parquet,9713,25,Blenheim Spaniel
train-00000-of-00006.parquet,9714,25,Blenheim Spaniel
train-00000-of-00006.parquet,9715,25,Blenheim Spaniel
train-00000-of-00006.parquet,9716,25,Blenheim Spaniel
train-00000-of-00006.parquet,9717,25,Blenheim Spaniel
train-00000-of-00006.parquet,9718,25,Blenheim Spaniel
train-00000-of-00006.parquet,9719,25,Blenheim Spaniel
train-00000-of-00006.parquet,9720,25,Blenheim Spaniel
train-00000-of-00006.parquet,9721,25,Blenheim Spaniel
train-00000-of-00006.parquet,9722,25,Blenheim Spaniel
train-00000-of-00006.parquet,9723,25,Blenheim Spaniel
train-00000-of-00006.parquet,9724,25,Blenheim Spaniel
train-00000-of-00006.parquet,9725,25,Blenheim Spaniel
train-00000-of-00006.parquet,9726,25,Blenheim Spaniel
train-00000-of-00006.parquet,9727,25,Blenheim Spaniel
train-00000-of-00006.parquet,9728,25,Blenheim Spaniel
train-00000-of-00006.parquet,9729,25,Blenheim Spaniel
train-00000-of-00006.parquet,9730,25,Blenheim Spaniel
train-00000-of-00006.parquet,9731,25,Blenheim Spaniel
train-00000-of-00006.parquet,9732,25,Blenheim Spaniel
train-00000-of-00006.parquet,9733,25,Blenheim Spaniel
train-00000-of-00006.parquet,9734,25,Blenheim Spaniel
train-00000-of-00006.parquet,9735,25,Blenheim Spaniel
train-00000-of-00006.parquet,9736,25,Blenheim Spaniel
train-00000-of-00006.parquet,9737,25,Blenheim Spaniel
train-00000-of-00006.parquet,9738,25,Blenheim Spaniel
train-00000-of-00006.parquet,9739,25,Blenheim Spaniel
train-00000-of-00006.parquet,9740,25,Blenheim Spaniel
train-00000-of-00006.parquet,9741,25,Blenheim Spaniel
train-00000-of-00006.parquet,9742,25,Blenheim Spaniel
train-00000-of-00006.parquet,9743,25,Blenheim Spaniel
train-00000-of-00006.parquet,9744,25,Blenheim Spaniel
train-00000-of-00006.parquet,9745,25,Blenheim Spaniel
train-00000-of-00006.parquet,9747,25,Blenheim Spaniel
train-00000-of-00006.parquet,9748,25,Blenheim Spaniel
train-00000-of-00006.parquet,9749,25,Blenheim Spaniel
train-00000-of-00006.parquet,9750,25,Blenheim Spaniel
train-00000-of-00006.parquet,9751,25,Blenheim Spaniel
train-00000-of-00006.parquet,9752,25,Blenheim Spaniel
train-00000-of-00006.parquet,9753,25,Blenheim Spaniel
train-00000-of-00006.parquet,9754,25,Blenheim Spaniel
train-00000-of-00006.parquet,9755,25,Blenheim Spaniel
train-00000-of-00006.parquet,9756,25,Blenheim Spaniel
train-00000-of-00006.parquet,9757,25,Blenheim Spaniel
train-00000-of-00006.parquet,9758,25,Blenheim Spaniel
train-00000-of-00006.parquet,9759,25,Blenheim Spaniel
train-00000-of-00006.parquet,9760,25,Blenheim Spaniel
train-00000-of-00006.parquet,9761,25,Blenheim Spaniel
train-00000-of-00006.parquet,9762,25,Blenheim Spaniel
train-00000-of-00006.parquet,9763,25,Blenheim Spaniel
train-00000-of-00006.parquet,9764,25,Blenheim Spaniel
train-00000-of-00006.parquet,9765,25,Blenheim Spaniel
train-00000-of-00006.parquet,9766,25,Blenheim Spaniel
train-00000-of-00006.parquet,9767,25,Blenheim Spaniel
train-00000-of-00006.parquet,9768,25,Blenheim Spaniel
train-00000-of-00006.parquet,9769,25,Blenheim Spaniel
train-00000-of-00006.parquet,9770,25,Blenheim Spaniel
train-00000-of-00006.parquet,9771,25,Blenheim Spaniel
train-00000-of-00006.parquet,9772,25,Blenheim Spaniel
train-00000-of-00006.parquet,9773,25,Blenheim Spaniel
train-00000-of-00006.parquet,9774,25,Blenheim Spaniel
train-00000-of-00006.parquet,9775,25,Blenheim Spaniel
train-00000-of-00006.parquet,9776,25,Blenheim Spaniel
train-00000-of-00006.parquet,9777,25,Blenheim Spaniel
train-00000-of-00006.parquet,9778,25,Blenheim Spaniel
train-00000-of-00006.parquet,9779,25,Blenheim Spaniel
train-00000-of-00006.parquet,9780,25,Blenheim Spaniel
train-00000-of-00006.parquet,9781,25,Blenheim Spaniel
train-00000-of-00006.parquet,9782,25,Blenheim Spaniel
train-00000-of-00006.parquet,9783,25,Blenheim Spaniel
train-00000-of-00006.parquet,9784,25,Blenheim Spaniel
train-00000-of-00006.parquet,9785,25,Blenheim Spaniel
train-00000-of-00006.parquet,9786,25,Blenheim Spaniel
train-00000-of-00006.parquet,9787,25,Blenheim Spaniel
train-00000-of-00006.parquet,9788,25,Blenheim Spaniel
train-00000-of-00006.parquet,9789,25,Blenheim Spaniel
train-00000-of-00006.parquet,9790,25,Blenheim Spaniel
train-00000-of-00006.parquet,9792,25,Blenheim Spaniel
train-00000-of-00006.parquet,9793,25,Blenheim Spaniel
train-00000-of-00006.parquet,9794,25,Blenheim Spaniel
train-00000-of-00006.parquet,9795,25,Blenheim Spaniel
train-00000-of-00006.parquet,9796,25,Blenheim Spaniel
train-00000-of-00006.parquet,9797,25,Blenheim Spaniel
train-00000-of-00006.parquet,9798,25,Blenheim Spaniel
train-00000-of-00006.parquet,9799,25,Blenheim Spaniel
train-00000-of-00006.parquet,9800,25,Blenheim Spaniel
train-00000-of-00006.parquet,9802,25,Blenheim Spaniel
train-00000-of-00006.parquet,9803,25,Blenheim Spaniel
train-00000-of-00006.parquet,9804,25,Blenheim Spaniel
train-00000-of-00006.parquet,9805,25,Blenheim Spaniel
train-00000-of-00006.parquet,9806,25,Blenheim Spaniel
train-00000-of-00006.parquet,9807,25,Blenheim Spaniel
train-00000-of-00006.parquet,9808,25,Blenheim Spaniel
train-00000-of-00006.parquet,9809,25,Blenheim Spaniel
train-00000-of-00006.parquet,9810,25,Blenheim Spaniel
train-00000-of-00006.parquet,9811,25,Blenheim Spaniel
train-00000-of-00006.parquet,9812,25,Blenheim Spaniel
train-00000-of-00006.parquet,9813,25,Blenheim Spaniel
train-00000-of-00006.parquet,9814,25,Blenheim Spaniel
train-00000-of-00006.parquet,9815,25,Blenheim Spaniel
train-00000-of-00006.parquet,9816,25,Blenheim Spaniel
train-00000-of-00006.parquet,9817,25,Blenheim Spaniel
train-00000-of-00006.parquet,9818,25,Blenheim Spaniel
train-00000-of-00006.parquet,9819,25,Blenheim Spaniel
train-00000-of-00006.parquet,9820,26,Irish Terrier
train-00000-of-00006.parquet,9821,26,Irish Terrier
train-00000-of-00006.parquet,9822,26,Irish Terrier
train-00000-of-00006.parquet,9823,26,Irish Terrier
train-00000-of-00006.parquet,9824,26,Irish Terrier
train-00000-of-00006.parquet,9825,26,Irish Terrier
train-00000-of-00006.parquet,9826,26,Irish Terrier
train-00000-of-00006.parquet,9827,26,Irish Terrier
train-00000-of-00006.parquet,9828,26,Irish Terrier
train-00000-of-00006.parquet,9829,26,Irish Terrier
train-00000-of-00006.parquet,9830,26,Irish Terrier
train-00000-of-00006.parquet,9831,26,Irish Terrier
train-00000-of-00006.parquet,9832,26,Irish Terrier
train-00000-of-00006.parquet,9833,26,Irish Terrier
train-00000-of-00006.parquet,9834,26,Irish Terrier
train-00000-of-00006.parquet,9835,26,Irish Terrier
train-00000-of-00006.parquet,9836,26,Irish Terrier
train-00000-of-00006.parquet,9837,26,Irish Terrier
train-00000-of-00006.parquet,9838,26,Irish Terrier
train-00000-of-00006.parquet,9839,26,Irish Terrier
train-00000-of-00006.parquet,9840,26,Irish Terrier
train-00000-of-00006.parquet,9841,26,Irish Terrier
train-00000-of-00006.parquet,9842,26,Irish Terrier
train-00000-of-00006.parquet,9843,26,Irish Terrier
train-00000-of-00006.parquet,9844,26,Irish Terrier
train-00000-of-00006.parquet,9845,26,Irish Terrier
train-00000-of-00006.parquet,9846,26,Irish Terrier
train-00000-of-00006.parquet,9847,26,Irish Terrier
train-00000-of-00006.parquet,9848,26,Irish Terrier
train-00000-of-00006.parquet,9849,26,Irish Terrier
train-00000-of-00006.parquet,9850,26,Irish Terrier
train-00000-of-00006.parquet,9851,26,Irish Terrier
train-00000-of-00006.parquet,9852,26,Irish Terrier
train-00000-of-00006.parquet,9853,26,Irish Terrier
train-00000-of-00006.parquet,9854,26,Irish Terrier
train-00000-of-00006.parquet,9855,26,Irish Terrier
train-00000-of-00006.parquet,9856,26,Irish Terrier
train-00000-of-00006.parquet,9857,26,Irish Terrier
train-00000-of-00006.parquet,9858,26,Irish Terrier
train-00000-of-00006.parquet,9859,26,Irish Terrier
train-00000-of-00006.parquet,9860,26,Irish Terrier
train-00000-of-00006.parquet,9861,26,Irish Terrier
train-00000-of-00006.parquet,9862,26,Irish Terrier
train-00000-of-00006.parquet,9864,26,Irish Terrier
train-00000-of-00006.parquet,9865,26,Irish Terrier
train-00000-of-00006.parquet,9866,26,Irish Terrier
train-00000-of-00006.parquet,9867,26,Irish Terrier
train-00000-of-00006.parquet,9868,26,Irish Terrier
train-00000-of-00006.parquet,9869,26,Irish Terrier
train-00000-of-00006.parquet,9871,26,Irish Terrier
train-00000-of-00006.parquet,9872,26,Irish Terrier
train-00000-of-00006.parquet,9873,26,Irish Terrier
train-00000-of-00006.parquet,9875,26,Irish Terrier
train-00000-of-00006.parquet,9876,26,Irish Terrier
train-00000-of-00006.parquet,9877,26,Irish Terrier
train-00000-of-00006.parquet,9878,26,Irish Terrier
train-00000-of-00006.parquet,9879,26,Irish Terrier
train-00000-of-00006.parquet,9880,26,Irish Terrier
train-00000-of-00006.parquet,9881,26,Irish Terrier
train-00000-of-00006.parquet,9882,26,Irish Terrier
train-00000-of-00006.parquet,9883,26,Irish Terrier
train-00000-of-00006.parquet,9884,26,Irish Terrier
train-00000-of-00006.parquet,9885,26,Irish Terrier
train-00000-of-00006.parquet,9886,26,Irish Terrier
train-00000-of-00006.parquet,9887,26,Irish Terrier
train-00000-of-00006.parquet,9888,26,Irish Terrier
train-00000-of-00006.parquet,9889,26,Irish Terrier
train-00000-of-00006.parquet,9890,26,Irish Terrier
train-00000-of-00006.parquet,9891,26,Irish Terrier
train-00000-of-00006.parquet,9892,26,Irish Terrier
train-00000-of-00006.parquet,9893,26,Irish Terrier
train-00000-of-00006.parquet,9894,26,Irish Terrier
train-00000-of-00006.parquet,9895,26,Irish Terrier
train-00000-of-00006.parquet,9896,26,Irish Terrier
train-00000-of-00006.parquet,9897,26,Irish Terrier
train-00000-of-00006.parquet,9898,26,Irish Terrier
train-00000-of-00006.parquet,9899,26,Irish Terrier
train-00000-of-00006.parquet,9900,26,Irish Terrier
train-00000-of-00006.parquet,9901,26,Irish Terrier
train-00000-of-00006.parquet,9902,26,Irish Terrier
train-00000-of-00006.parquet,9903,26,Irish Terrier
train-00000-of-00006.parquet,9904,26,Irish Terrier
train-00000-of-00006.parquet,9905,26,Irish Terrier
train-00000-of-00006.parquet,9906,26,Irish Terrier
train-00000-of-00006.parquet,9907,26,Irish Terrier
train-00000-of-00006.parquet,9908,26,Irish Terrier
train-00000-of-00006.parquet,9909,26,Irish Terrier
train-00000-of-00006.parquet,9910,26,Irish Terrier
train-00000-of-00006.parquet,9911,26,Irish Terrier
train-00000-of-00006.parquet,9912,26,Irish Terrier
train-00000-of-00006.parquet,9913,26,Irish Terrier
train-00000-of-00006.parquet,9914,26,Irish Terrier
train-00000-of-00006.parquet,9915,26,Irish Terrier
train-00000-of-00006.parquet,9916,26,Irish Terrier
train-00000-of-00006.parquet,9917,26,Irish Terrier
train-00000-of-00006.parquet,9918,26,Irish Terrier
train-00000-of-00006.parquet,9919,26,Irish Terrier
train-00000-of-00006.parquet,9920,26,Irish Terrier
train-00000-of-00006.parquet,9921,26,Irish Terrier
train-00000-of-00006.parquet,9922,26,Irish Terrier
train-00000-of-00006.parquet,9923,26,Irish Terrier
train-00000-of-00006.parquet,9924,26,Irish Terrier
train-00000-of-00006.parquet,9925,26,Irish Terrier
train-00000-of-00006.parquet,9926,26,Irish Terrier
train-00000-of-00006.parquet,9927,26,Irish Terrier
train-00000-of-00006.parquet,9930,26,Irish Terrier
train-00000-of-00006.parquet,9931,26,Irish Terrier
train-00000-of-00006.parquet,9932,26,Irish Terrier
train-00000-of-00006.parquet,9933,26,Irish Terrier
train-00000-of-00006.parquet,9934,26,Irish Terrier
train-00000-of-00006.parquet,9935,26,Irish Terrier
train-00000-of-00006.parquet,9936,26,Irish Terrier
train-00000-of-00006.parquet,9937,26,Irish Terrier
train-00000-of-00006.parquet,9938,26,Irish Terrier
train-00000-of-00006.parquet,9939,26,Irish Terrier
train-00000-of-00006.parquet,9940,26,Irish Terrier
train-00000-of-00006.parquet,9941,26,Irish Terrier
train-00000-of-00006.parquet,9942,26,Irish Terrier
train-00000-of-00006.parquet,9943,26,Irish Terrier
train-00000-of-00006.parquet,9944,26,Irish Terrier
train-00000-of-00006.parquet,9945,26,Irish Terrier
train-00000-of-00006.parquet,9946,26,Irish Terrier
train-00000-of-00006.parquet,9947,26,Irish Terrier
train-00000-of-00006.parquet,9948,26,Irish Terrier
train-00000-of-00006.parquet,9949,26,Irish Terrier
train-00000-of-00006.parquet,9950,26,Irish Terrier
train-00000-of-00006.parquet,9951,26,Irish Terrier
train-00000-of-00006.parquet,9952,26,Irish Terrier
train-00000-of-00006.parquet,9953,26,Irish Terrier
train-00000-of-00006.parquet,9954,26,Irish Terrier
train-00000-of-00006.parquet,9955,26,Irish Terrier
train-00000-of-00006.parquet,9957,26,Irish Terrier
train-00000-of-00006.parquet,9958,26,Irish Terrier
train-00000-of-00006.parquet,9959,26,Irish Terrier
train-00000-of-00006.parquet,9961,26,Irish Terrier
train-00000-of-00006.parquet,9962,26,Irish Terrier
train-00000-of-00006.parquet,9963,26,Irish Terrier
train-00000-of-00006.parquet,9964,26,Irish Terrier
train-00000-of-00006.parquet,9965,26,Irish Terrier
train-00000-of-00006.parquet,9966,26,Irish Terrier
train-00000-of-00006.parquet,9967,26,Irish Terrier
train-00000-of-00006.parquet,9968,26,Irish Terrier
train-00000-of-00006.parquet,9969,26,Irish Terrier
train-00000-of-00006.parquet,9970,26,Irish Terrier
train-00000-of-00006.parquet,9971,26,Irish Terrier
train-00000-of-00006.parquet,9972,26,Irish Terrier
train-00000-of-00006.parquet,9973,26,Irish Terrier
train-00000-of-00006.parquet,9974,26,Irish Terrier
train-00000-of-00006.parquet,9975,26,Irish Terrier
train-00000-of-00006.parquet,9976,26,Irish Terrier
train-00000-of-00006.parquet,9977,26,Irish Terrier
train-00000-of-00006.parquet,9978,26,Irish Terrier
train-00000-of-00006.parquet,9979,26,Irish Terrier
train-00000-of-00006.parquet,9980,26,Irish Terrier
train-00000-of-00006.parquet,9981,26,Irish Terrier
train-00000-of-00006.parquet,9982,26,Irish Terrier
train-00000-of-00006.parquet,9983,26,Irish Terrier
