PetID,ruta_imagen_principal,conjunto_petfinder,raza_principal,raza_secundaria,prob_adopcion_lenta_petfinder_final,pred_adopcion_lenta_petfinder_final,nivel_riesgo_relativo,origen_score_petfinder_final
59e24567e,data/raw_petfinder/train_images/59e24567e-1.jpg,test,Mixed Breed,,0.6347276856796911,1,Alto,Test fuera de muestra
50361acf5,data/raw_petfinder/train_images/50361acf5-1.jpg,train,Mixed Breed,,0.7747371026037182,1,Alto,OOF desarrollo
50e35cd70,data/raw_petfinder/train_images/50e35cd70-1.jpg,train,Shih Tzu,,0.3718686235393,0,Bajo,OOF desarrollo
76288167b,data/raw_petfinder/train_images/76288167b-1.jpg,train,Mixed Breed,,0.7756196802828226,1,Alto,OOF desarrollo
f93283e0c,data/raw_petfinder/train_images/f93283e0c-1.jpg,train,Mixed Breed,,0.7601635192514913,1,Alto,OOF desarrollo
6be0a8fcd,data/raw_petfinder/train_images/6be0a8fcd-1.jpg,test,Mixed Breed,,0.7314484614013678,1,Alto,Test fuera de muestra
151d50f53,data/raw_petfinder/train_images/151d50f53-1.jpg,test,Mixed Breed,,0.2327139006607069,0,Bajo,Test fuera de muestra
a81084ff0,data/raw_petfinder/train_images/a81084ff0-1.jpg,valid,Mixed Breed,,0.6483678139982678,1,Alto,OOF desarrollo
c712cfd20,data/raw_petfinder/train_images/c712cfd20-1.jpg,train,Mixed Breed,,0.2712340170037473,0,Bajo,OOF desarrollo
467614705,data/raw_petfinder/train_images/467614705-1.jpg,train,Mixed Breed,,0.6785088943428335,1,Alto,OOF desarrollo
88ac92eed,data/raw_petfinder/train_images/88ac92eed-1.jpg,train,Mixed Breed,,0.5670486402191269,1,Medio,OOF desarrollo
9fa760b69,data/raw_petfinder/train_images/9fa760b69-1.jpg,train,Mixed Breed,,0.7173308842706101,1,Alto,OOF desarrollo
04e7d89c0,data/raw_petfinder/train_images/04e7d89c0-1.jpg,train,Shih Tzu,,0.4035369819738564,1,Bajo,OOF desarrollo
93f758039,data/raw_petfinder/train_images/93f758039-1.jpg,test,Mixed Breed,,0.4363457931089546,1,Bajo,Test fuera de muestra
85b57bb1e,data/raw_petfinder/train_images/85b57bb1e-1.jpg,test,Mixed Breed,,0.7874487996986577,1,Alto,Test fuera de muestra
0bc3f09be,data/raw_petfinder/train_images/0bc3f09be-1.jpg,train,Rottweiler,,0.3881464340676099,0,Bajo,OOF desarrollo
32148e0fc,data/raw_petfinder/train_images/32148e0fc-1.jpg,train,Spitz,,0.3558585161580319,0,Bajo,OOF desarrollo
da8d4a273,data/raw_petfinder/train_images/da8d4a273-1.jpg,valid,,Mixed Breed,0.6823276380004062,1,Alto,OOF desarrollo
deeea2b65,data/raw_petfinder/train_images/deeea2b65-1.jpg,valid,Mixed Breed,,0.6894399768600525,1,Alto,OOF desarrollo
12380b365,data/raw_petfinder/train_images/12380b365-1.jpg,train,Poodle,,0.3751155140928709,0,Bajo,OOF desarrollo
cc60d07c7,data/raw_petfinder/train_images/cc60d07c7-1.jpg,test,Mixed Breed,,0.7481018658845713,1,Alto,Test fuera de muestra
3a4178fe9,data/raw_petfinder/train_images/3a4178fe9-1.jpg,valid,Spitz,Mixed Breed,0.6692859220605929,1,Alto,OOF desarrollo
355743336,data/raw_petfinder/train_images/355743336-1.jpg,train,Mixed Breed,,0.3714249924503748,0,Bajo,OOF desarrollo
97db95d21,data/raw_petfinder/train_images/97db95d21-1.jpg,train,Mixed Breed,,0.5661940582725364,1,Medio,OOF desarrollo
e42dc215d,data/raw_petfinder/train_images/e42dc215d-1.jpg,train,Silky Terrier,,0.5436581936511243,1,Medio,OOF desarrollo
2b5a3c81d,data/raw_petfinder/train_images/2b5a3c81d-1.jpg,train,Golden Retriever,,0.5906790099408095,1,Medio,OOF desarrollo
6029bf590,data/raw_petfinder/train_images/6029bf590-1.jpg,valid,Mixed Breed,Mixed Breed,0.869897133519516,1,Alto,OOF desarrollo
78ad8f1a2,data/raw_petfinder/train_images/78ad8f1a2-1.jpg,train,Collie,Mixed Breed,0.3125479436519981,0,Bajo,OOF desarrollo
3089a5bd8,data/raw_petfinder/train_images/3089a5bd8-1.jpg,valid,Poodle,,0.3388641689757371,0,Bajo,OOF desarrollo
cb5597fb1,data/raw_petfinder/train_images/cb5597fb1-1.jpg,train,Mixed Breed,,0.5003612432465598,1,Medio,OOF desarrollo
1a3a45096,data/raw_petfinder/train_images/1a3a45096-1.jpg,train,Mixed Breed,,0.4882815657773771,1,Medio,OOF desarrollo
382e4bddd,data/raw_petfinder/train_images/382e4bddd-1.jpg,valid,Mixed Breed,,0.7405658771498618,1,Alto,OOF desarrollo
944db63df,data/raw_petfinder/train_images/944db63df-1.jpg,valid,Mixed Breed,,0.5921504283468123,1,Medio,OOF desarrollo
1d03b6d7c,data/raw_petfinder/train_images/1d03b6d7c-1.jpg,train,Mixed Breed,,0.7170142514531213,1,Alto,OOF desarrollo
e3a5332ce,data/raw_petfinder/train_images/e3a5332ce-1.jpg,train,Mixed Breed,Collie,0.6769582613603458,1,Alto,OOF desarrollo
e5e083218,data/raw_petfinder/train_images/e5e083218-1.jpg,valid,Mixed Breed,Mixed Breed,0.3299201940614611,0,Bajo,OOF desarrollo
b75594e30,data/raw_petfinder/train_images/b75594e30-1.jpg,valid,Mixed Breed,,0.5045386982411479,1,Medio,OOF desarrollo
0bd2d5882,data/raw_petfinder/train_images/0bd2d5882-1.jpg,valid,Mixed Breed,Mixed Breed,0.4984867737631274,1,Medio,OOF desarrollo
ea319fdec,data/raw_petfinder/train_images/ea319fdec-1.jpg,test,Mixed Breed,,0.4732673312927875,1,Medio,Test fuera de muestra
300337abe,data/raw_petfinder/train_images/300337abe-1.jpg,train,Mixed Breed,,0.4670585204618072,1,Medio,OOF desarrollo
90a967a14,data/raw_petfinder/train_images/90a967a14-1.jpg,train,Chihuahua,,0.4333918646493441,1,Bajo,OOF desarrollo
76358e754,data/raw_petfinder/train_images/76358e754-1.jpg,test,Mixed Breed,,0.5739891097362103,1,Medio,Test fuera de muestra
8dd958339,data/raw_petfinder/train_images/8dd958339-1.jpg,train,Mixed Breed,,0.4133600844188315,1,Bajo,OOF desarrollo
796382bf4,data/raw_petfinder/train_images/796382bf4-1.jpg,valid,Mixed Breed,Mixed Breed,0.7095253872511227,1,Alto,OOF desarrollo
81a176a02,data/raw_petfinder/train_images/81a176a02-1.jpg,train,Mixed Breed,,0.5902904092612962,1,Medio,OOF desarrollo
67e7da152,data/raw_petfinder/train_images/67e7da152-1.jpg,valid,Mixed Breed,,0.5474892290170095,1,Medio,OOF desarrollo
d721ed589,data/raw_petfinder/train_images/d721ed589-1.jpg,train,Mixed Breed,,0.3990890560957431,1,Bajo,OOF desarrollo
1a018ef15,data/raw_petfinder/train_images/1a018ef15-1.jpg,train,German Shepherd Dog,Mixed Breed,0.5108331605533626,1,Medio,OOF desarrollo
1bb0600a7,data/raw_petfinder/train_images/1bb0600a7-1.jpg,test,Yellow Labrador Retriever,Mixed Breed,0.5787312422574427,1,Medio,Test fuera de muestra
e04df6caf,data/raw_petfinder/train_images/e04df6caf-1.jpg,test,Mixed Breed,,0.6060273708222177,1,Alto,Test fuera de muestra
faf6a8cd0,data/raw_petfinder/train_images/faf6a8cd0-1.jpg,train,Mixed Breed,Mixed Breed,0.801013375151947,1,Alto,OOF desarrollo
86d203b94,data/raw_petfinder/train_images/86d203b94-1.jpg,valid,Terrier,Mixed Breed,0.5849095621042076,1,Medio,OOF desarrollo
2e6fc0342,data/raw_petfinder/train_images/2e6fc0342-1.jpg,valid,Mixed Breed,Mixed Breed,0.7356165326501669,1,Alto,OOF desarrollo
f849d1829,data/raw_petfinder/train_images/f849d1829-1.jpg,valid,Mixed Breed,,0.5093131729748231,1,Medio,OOF desarrollo
32918fcdf,data/raw_petfinder/train_images/32918fcdf-1.jpg,train,Terrier,,0.5114955695458535,1,Medio,OOF desarrollo
abdeff83f,data/raw_petfinder/train_images/abdeff83f-1.jpg,test,Mixed Breed,,0.791648543492268,1,Alto,Test fuera de muestra
8311f29c4,data/raw_petfinder/train_images/8311f29c4-1.jpg,valid,Mixed Breed,,0.5197054616425568,1,Medio,OOF desarrollo
69c8c9463,data/raw_petfinder/train_images/69c8c9463-1.jpg,train,Mixed Breed,Mixed Breed,0.73238998943795,1,Alto,OOF desarrollo
aefafcc66,data/raw_petfinder/train_images/aefafcc66-1.jpg,train,Mixed Breed,,0.6328277605432155,1,Alto,OOF desarrollo
228d72748,data/raw_petfinder/train_images/228d72748-1.jpg,train,Terrier,Miniature Pinscher,0.6970418204259808,1,Alto,OOF desarrollo
e21d09b79,data/raw_petfinder/train_images/e21d09b79-1.jpg,test,Beagle,,0.6773596044543959,1,Alto,Test fuera de muestra
833c51fd2,data/raw_petfinder/train_images/833c51fd2-1.jpg,train,Mixed Breed,Mixed Breed,0.7746954054873971,1,Alto,OOF desarrollo
38e12233c,data/raw_petfinder/train_images/38e12233c-1.jpg,train,Mixed Breed,,0.7805935246189721,1,Alto,OOF desarrollo
4d6a996c1,data/raw_petfinder/train_images/4d6a996c1-1.jpg,valid,Mixed Breed,,0.6726445008877484,1,Alto,OOF desarrollo
52238d3bf,data/raw_petfinder/train_images/52238d3bf-1.jpg,train,Dalmatian,Mixed Breed,0.6808388434705623,1,Alto,OOF desarrollo
e99c4a55d,data/raw_petfinder/train_images/e99c4a55d-1.jpg,train,Shih Tzu,,0.3192891062681192,0,Bajo,OOF desarrollo
727a1c793,data/raw_petfinder/train_images/727a1c793-1.jpg,train,Mixed Breed,,0.6489918057852747,1,Alto,OOF desarrollo
24afd5f54,data/raw_petfinder/train_images/24afd5f54-1.jpg,train,Spitz,Mixed Breed,0.4641949461498762,1,Medio,OOF desarrollo
d2d9924f0,data/raw_petfinder/train_images/d2d9924f0-1.jpg,train,Mixed Breed,,0.3627554720406758,0,Bajo,OOF desarrollo
5419155f2,data/raw_petfinder/train_images/5419155f2-1.jpg,train,Mixed Breed,,0.5629725647677896,1,Medio,OOF desarrollo
48f5de7e9,data/raw_petfinder/train_images/48f5de7e9-1.jpg,train,Mixed Breed,,0.5819960115639797,1,Medio,OOF desarrollo
cad1a9f54,data/raw_petfinder/train_images/cad1a9f54-1.jpg,train,Mixed Breed,,0.3592896709618257,0,Bajo,OOF desarrollo
952501bdb,data/raw_petfinder/train_images/952501bdb-1.jpg,valid,Mixed Breed,,0.7394545339848755,1,Alto,OOF desarrollo
798f4a1e4,data/raw_petfinder/train_images/798f4a1e4-1.jpg,train,Mixed Breed,,0.7503966619106334,1,Alto,OOF desarrollo
98c17f102,data/raw_petfinder/train_images/98c17f102-1.jpg,train,Mixed Breed,,0.5404669470882492,1,Medio,OOF desarrollo
4a67bf90d,data/raw_petfinder/train_images/4a67bf90d-1.jpg,train,Mixed Breed,Mixed Breed,0.453000422595593,1,Bajo,OOF desarrollo
e152df77a,data/raw_petfinder/train_images/e152df77a-1.jpg,train,Mixed Breed,,0.5305645440793523,1,Medio,OOF desarrollo
26627b528,data/raw_petfinder/train_images/26627b528-1.jpg,train,Mixed Breed,,0.515898217500405,1,Medio,OOF desarrollo
2c15f3086,data/raw_petfinder/train_images/2c15f3086-1.jpg,train,Jack Russell Terrier,Mixed Breed,0.8317172985504511,1,Alto,OOF desarrollo
ced0659f2,data/raw_petfinder/train_images/ced0659f2-1.jpg,train,Mixed Breed,Mixed Breed,0.5566535093765643,1,Medio,OOF desarrollo
bea0802eb,data/raw_petfinder/train_images/bea0802eb-1.jpg,train,Mixed Breed,,0.7371885714601506,1,Alto,OOF desarrollo
066521b34,data/raw_petfinder/train_images/066521b34-1.jpg,train,Mixed Breed,,0.3951318704938424,1,Bajo,OOF desarrollo
bd37ccdd5,data/raw_petfinder/train_images/bd37ccdd5-1.jpg,train,Jack Russell Terrier,Beagle,0.4409849797571763,1,Bajo,OOF desarrollo
35f8b4bff,data/raw_petfinder/train_images/35f8b4bff-1.jpg,train,Mixed Breed,,0.3866699772374297,0,Bajo,OOF desarrollo
5b56430cd,data/raw_petfinder/train_images/5b56430cd-1.jpg,test,Mixed Breed,,0.4155491327452049,1,Bajo,Test fuera de muestra
36ab1bdc9,data/raw_petfinder/train_images/36ab1bdc9-1.jpg,test,Chihuahua,,0.441394978624901,1,Bajo,Test fuera de muestra
d6ad64584,data/raw_petfinder/train_images/d6ad64584-1.jpg,train,Mixed Breed,Belgian Shepherd Malinois,0.2630951998869679,0,Bajo,OOF desarrollo
492fe3371,data/raw_petfinder/train_images/492fe3371-1.jpg,train,Poodle,,0.4406283252337607,1,Bajo,OOF desarrollo
4e4ba4429,data/raw_petfinder/train_images/4e4ba4429-1.jpg,train,Shih Tzu,,0.4354164282564354,1,Bajo,OOF desarrollo
d111847a0,data/raw_petfinder/train_images/d111847a0-1.jpg,train,Mixed Breed,,0.7236820188465463,1,Alto,OOF desarrollo
ab2bb4a0c,data/raw_petfinder/train_images/ab2bb4a0c-1.jpg,test,Mixed Breed,,0.4997565549143571,1,Medio,Test fuera de muestra
9e25c09b2,data/raw_petfinder/train_images/9e25c09b2-1.jpg,train,Mixed Breed,Mixed Breed,0.5959769744852048,1,Medio,OOF desarrollo
ff832cb7e,data/raw_petfinder/train_images/ff832cb7e-1.jpg,valid,Mixed Breed,,0.4422571427872267,1,Bajo,OOF desarrollo
3de6bc035,data/raw_petfinder/train_images/3de6bc035-1.jpg,train,Mixed Breed,,0.4732958393442906,1,Medio,OOF desarrollo
854319675,data/raw_petfinder/train_images/854319675-1.jpg,test,Mixed Breed,Golden Retriever,0.785783569954521,1,Alto,Test fuera de muestra
51df78553,data/raw_petfinder/train_images/51df78553-1.jpg,train,Mixed Breed,,0.6094500939546088,1,Alto,OOF desarrollo
fb8efea32,data/raw_petfinder/train_images/fb8efea32-1.jpg,test,Golden Retriever,,0.3930529549527662,1,Bajo,Test fuera de muestra
40b53f6c2,data/raw_petfinder/train_images/40b53f6c2-1.jpg,train,Mixed Breed,,0.5527973485356594,1,Medio,OOF desarrollo
9951b9762,data/raw_petfinder/train_images/9951b9762-1.jpg,train,Mixed Breed,,0.5938305141053946,1,Medio,OOF desarrollo
19d7de899,data/raw_petfinder/train_images/19d7de899-1.jpg,train,Mixed Breed,,0.5931195303867135,1,Medio,OOF desarrollo
eb42f77fd,data/raw_petfinder/train_images/eb42f77fd-1.jpg,train,Mixed Breed,,0.7386166568566908,1,Alto,OOF desarrollo
ab09748d1,data/raw_petfinder/train_images/ab09748d1-1.jpg,train,Mixed Breed,,0.4890908261311923,1,Medio,OOF desarrollo
98e211da3,data/raw_petfinder/train_images/98e211da3-1.jpg,train,Mixed Breed,,0.6796307763372744,1,Alto,OOF desarrollo
d4aa3713a,data/raw_petfinder/train_images/d4aa3713a-1.jpg,train,Mixed Breed,,0.604214210443927,1,Medio,OOF desarrollo
c0771fde0,data/raw_petfinder/train_images/c0771fde0-1.jpg,train,Mixed Breed,Mixed Breed,0.3509742195068536,0,Bajo,OOF desarrollo
009239f92,data/raw_petfinder/train_images/009239f92-1.jpg,train,Mixed Breed,,0.3954784828836533,1,Bajo,OOF desarrollo
b2056e185,data/raw_petfinder/train_images/b2056e185-1.jpg,test,Spitz,Mixed Breed,0.7284402261326945,1,Alto,Test fuera de muestra
4f678d1cf,data/raw_petfinder/train_images/4f678d1cf-1.jpg,train,Mixed Breed,,0.4635687419809317,1,Medio,OOF desarrollo
b7d753c5a,data/raw_petfinder/train_images/b7d753c5a-1.jpg,test,Dachshund,Beagle,0.3767521173796579,0,Bajo,Test fuera de muestra
2e85b81d7,data/raw_petfinder/train_images/2e85b81d7-1.jpg,test,Belgian Shepherd Malinois,Mixed Breed,0.5588503605612192,1,Medio,Test fuera de muestra
400e57095,data/raw_petfinder/train_images/400e57095-1.jpg,test,Mixed Breed,,0.6263325881610491,1,Alto,Test fuera de muestra
848c1d759,data/raw_petfinder/train_images/848c1d759-1.jpg,train,Spitz,,0.4025017246771422,1,Bajo,OOF desarrollo
6d4bdde4c,data/raw_petfinder/train_images/6d4bdde4c-1.jpg,train,Mixed Breed,Mixed Breed,0.6129243613372496,1,Alto,OOF desarrollo
ebba4f83b,data/raw_petfinder/train_images/ebba4f83b-1.jpg,valid,Mixed Breed,,0.6829847248031855,1,Alto,OOF desarrollo
4c1981df1,data/raw_petfinder/train_images/4c1981df1-1.jpg,train,West Highland White Terrier Westie,Mixed Breed,0.4996677467090998,1,Medio,OOF desarrollo
378406cf4,data/raw_petfinder/train_images/378406cf4-1.jpg,train,Mixed Breed,,0.6501156787792063,1,Alto,OOF desarrollo
c9a00b80f,data/raw_petfinder/train_images/c9a00b80f-1.jpg,train,Poodle,,0.3950751018795222,1,Bajo,OOF desarrollo
2398599fc,data/raw_petfinder/train_images/2398599fc-1.jpg,train,Mixed Breed,,0.6870419127515466,1,Alto,OOF desarrollo
27e458086,data/raw_petfinder/train_images/27e458086-1.jpg,test,Mixed Breed,Mixed Breed,0.5603725573712961,1,Medio,Test fuera de muestra
7439df9c4,data/raw_petfinder/train_images/7439df9c4-1.jpg,train,Mixed Breed,,0.6918596943427777,1,Alto,OOF desarrollo
1d777bbcd,data/raw_petfinder/train_images/1d777bbcd-1.jpg,valid,Mixed Breed,,0.6345311177023152,1,Alto,OOF desarrollo
6679c179c,data/raw_petfinder/train_images/6679c179c-1.jpg,train,Mixed Breed,German Shepherd Dog,0.5248819296584419,1,Medio,OOF desarrollo
15a491e20,data/raw_petfinder/train_images/15a491e20-1.jpg,train,Terrier,,0.5058018386087957,1,Medio,OOF desarrollo
fe3a83fe5,data/raw_petfinder/train_images/fe3a83fe5-1.jpg,valid,Schnauzer,,0.3021653175284147,0,Bajo,OOF desarrollo
e0dbd7901,data/raw_petfinder/train_images/e0dbd7901-1.jpg,train,Mixed Breed,,0.5630328955043282,1,Medio,OOF desarrollo
c93e37265,data/raw_petfinder/train_images/c93e37265-1.jpg,train,Mixed Breed,,0.6459902584661952,1,Alto,OOF desarrollo
577de26db,data/raw_petfinder/train_images/577de26db-1.jpg,train,Mixed Breed,,0.6042688483041084,1,Medio,OOF desarrollo
1076dcc35,data/raw_petfinder/train_images/1076dcc35-1.jpg,train,Pekingese,,0.208778831062881,0,Bajo,OOF desarrollo
29bf0cb2c,data/raw_petfinder/train_images/29bf0cb2c-1.jpg,train,Beagle,,0.5298110027299625,1,Medio,OOF desarrollo
5980b0699,data/raw_petfinder/train_images/5980b0699-1.jpg,test,Mixed Breed,Mixed Breed,0.4065441309433826,1,Bajo,Test fuera de muestra
d73b2a4c6,data/raw_petfinder/train_images/d73b2a4c6-1.jpg,train,Mixed Breed,,0.4324064922980048,1,Bajo,OOF desarrollo
dc20a0cea,data/raw_petfinder/train_images/dc20a0cea-1.jpg,train,Mixed Breed,,0.3761424266283859,0,Bajo,OOF desarrollo
14c6c68e2,data/raw_petfinder/train_images/14c6c68e2-1.jpg,train,Mixed Breed,,0.779313858394991,1,Alto,OOF desarrollo
6593bd2a2,data/raw_petfinder/train_images/6593bd2a2-1.jpg,valid,Mixed Breed,,0.6774753262874733,1,Alto,OOF desarrollo
afaadb62f,data/raw_petfinder/train_images/afaadb62f-1.jpg,train,Dachshund,Mixed Breed,0.6660356098260887,1,Alto,OOF desarrollo
ca39f5e93,data/raw_petfinder/train_images/ca39f5e93-1.jpg,train,Mixed Breed,,0.473213919932289,1,Medio,OOF desarrollo
1ec7dc903,data/raw_petfinder/train_images/1ec7dc903-1.jpg,test,Mixed Breed,,0.6408300205078333,1,Alto,Test fuera de muestra
a2037a7b0,data/raw_petfinder/train_images/a2037a7b0-1.jpg,train,Terrier,,0.5000083508103577,1,Medio,OOF desarrollo
227580301,data/raw_petfinder/train_images/227580301-1.jpg,train,Mixed Breed,Mixed Breed,0.6353726953304399,1,Alto,OOF desarrollo
f95b39c6f,data/raw_petfinder/train_images/f95b39c6f-1.jpg,valid,Mixed Breed,Mixed Breed,0.3749425803188739,0,Bajo,OOF desarrollo
ff10041de,data/raw_petfinder/train_images/ff10041de-1.jpg,train,Mixed Breed,,0.5529978522971725,1,Medio,OOF desarrollo
a7eb03730,data/raw_petfinder/train_images/a7eb03730-1.jpg,train,Beagle,German Shepherd Dog,0.4338942879046708,1,Bajo,OOF desarrollo
f1cc9dd25,data/raw_petfinder/train_images/f1cc9dd25-1.jpg,train,Mixed Breed,,0.6755638665972818,1,Alto,OOF desarrollo
385028a00,data/raw_petfinder/train_images/385028a00-1.jpg,valid,Great Dane,,0.4674451735303804,1,Medio,OOF desarrollo
8bcb0a0e6,data/raw_petfinder/train_images/8bcb0a0e6-1.jpg,train,Shar Pei,,0.5260281983325177,1,Medio,OOF desarrollo
bc14f3a48,data/raw_petfinder/train_images/bc14f3a48-1.jpg,train,Mixed Breed,,0.5708572480045684,1,Medio,OOF desarrollo
e92ed29c2,data/raw_petfinder/train_images/e92ed29c2-1.jpg,train,Mixed Breed,,0.3679845118513751,0,Bajo,OOF desarrollo
a655655d4,data/raw_petfinder/train_images/a655655d4-1.jpg,test,Mixed Breed,,0.6843911245341316,1,Alto,Test fuera de muestra
8140d2734,data/raw_petfinder/train_images/8140d2734-1.jpg,train,Mixed Breed,,0.7941872563902879,1,Alto,OOF desarrollo
0fe58286d,data/raw_petfinder/train_images/0fe58286d-1.jpg,train,Mixed Breed,Dachshund,0.4689981577404902,1,Medio,OOF desarrollo
f47fc05a6,data/raw_petfinder/train_images/f47fc05a6-1.jpg,test,Mixed Breed,,0.5223901682140044,1,Medio,Test fuera de muestra
62e2e9071,data/raw_petfinder/train_images/62e2e9071-1.jpg,train,Mixed Breed,,0.5045557996622819,1,Medio,OOF desarrollo
1f2c63312,data/raw_petfinder/train_images/1f2c63312-1.jpg,test,Mixed Breed,,0.6687129427154286,1,Alto,Test fuera de muestra
00648f96f,data/raw_petfinder/train_images/00648f96f-1.jpg,train,Mixed Breed,Mixed Breed,0.4570916833752083,1,Bajo,OOF desarrollo
f70a1bf5d,data/raw_petfinder/train_images/f70a1bf5d-1.jpg,train,Mixed Breed,Yorkshire Terrier Yorkie,0.2951021911057708,0,Bajo,OOF desarrollo
da5295aaf,data/raw_petfinder/train_images/da5295aaf-1.jpg,train,Mixed Breed,,0.5675406622584892,1,Medio,OOF desarrollo
afec4c35e,data/raw_petfinder/train_images/afec4c35e-1.jpg,train,Mixed Breed,,0.5455337154000627,1,Medio,OOF desarrollo
73066f6ff,data/raw_petfinder/train_images/73066f6ff-1.jpg,test,Mixed Breed,Mixed Breed,0.7636049485788755,1,Alto,Test fuera de muestra
6af981c61,data/raw_petfinder/train_images/6af981c61-1.jpg,train,Poodle,,0.369168841607739,0,Bajo,OOF desarrollo
5685ae208,data/raw_petfinder/train_images/5685ae208-1.jpg,train,Mixed Breed,,0.5036396328252002,1,Medio,OOF desarrollo
f60ee7233,data/raw_petfinder/train_images/f60ee7233-1.jpg,train,Mixed Breed,,0.4098851577884251,1,Bajo,OOF desarrollo
f67dcb4b3,data/raw_petfinder/train_images/f67dcb4b3-1.jpg,train,Mixed Breed,,0.4009900481644062,1,Bajo,OOF desarrollo
140ef35de,data/raw_petfinder/train_images/140ef35de-1.jpg,train,Mixed Breed,,0.81262960011883,1,Alto,OOF desarrollo
7f7e9db52,data/raw_petfinder/train_images/7f7e9db52-1.jpg,train,Mixed Breed,,0.8100382334193954,1,Alto,OOF desarrollo
28ec2de89,data/raw_petfinder/train_images/28ec2de89-1.jpg,train,Mixed Breed,Mixed Breed,0.2797013150356552,0,Bajo,OOF desarrollo
d50b449f0,data/raw_petfinder/train_images/d50b449f0-1.jpg,train,Mixed Breed,,0.5891754303169414,1,Medio,OOF desarrollo
5d2f7761c,data/raw_petfinder/train_images/5d2f7761c-1.jpg,train,Doberman Pinscher,,0.5012429096574481,1,Medio,OOF desarrollo
cf795bb00,data/raw_petfinder/train_images/cf795bb00-1.jpg,train,Mixed Breed,,0.5305019911332904,1,Medio,OOF desarrollo
896bb46bd,data/raw_petfinder/train_images/896bb46bd-1.jpg,train,Terrier,Terrier,0.4147181933016169,1,Bajo,OOF desarrollo
f6c91bc20,data/raw_petfinder/train_images/f6c91bc20-1.jpg,train,Mixed Breed,,0.7178818367769563,1,Alto,OOF desarrollo
c0bc43dd6,data/raw_petfinder/train_images/c0bc43dd6-1.jpg,train,Golden Retriever,Mixed Breed,0.6562321531903406,1,Alto,OOF desarrollo
85094deda,data/raw_petfinder/train_images/85094deda-1.jpg,train,Mixed Breed,,0.580591981812669,1,Medio,OOF desarrollo
edef78673,data/raw_petfinder/train_images/edef78673-1.jpg,train,Spitz,,0.4755079696300734,1,Medio,OOF desarrollo
95a89f5f2,data/raw_petfinder/train_images/95a89f5f2-1.jpg,train,Mixed Breed,,0.6901448769041196,1,Alto,OOF desarrollo
61dc8345a,data/raw_petfinder/train_images/61dc8345a-1.jpg,train,Shih Tzu,Shih Tzu,0.2965184628497274,0,Bajo,OOF desarrollo
bde802b84,data/raw_petfinder/train_images/bde802b84-1.jpg,valid,Mixed Breed,,0.8255200133884977,1,Alto,OOF desarrollo
125522846,data/raw_petfinder/train_images/125522846-1.jpg,test,Mixed Breed,Terrier,0.4845257323479123,1,Medio,Test fuera de muestra
4a1702099,data/raw_petfinder/train_images/4a1702099-1.jpg,test,Mixed Breed,German Shepherd Dog,0.6833782629880221,1,Alto,Test fuera de muestra
29aa0b74b,data/raw_petfinder/train_images/29aa0b74b-1.jpg,train,Spitz,Border Collie,0.6579415976728094,1,Alto,OOF desarrollo
eea15297e,data/raw_petfinder/train_images/eea15297e-1.jpg,train,Mixed Breed,,0.336130548383624,0,Bajo,OOF desarrollo
b421d0d48,data/raw_petfinder/train_images/b421d0d48-1.jpg,train,Spitz,Mixed Breed,0.5950802260632326,1,Medio,OOF desarrollo
e1f08c5b2,data/raw_petfinder/train_images/e1f08c5b2-1.jpg,train,Mixed Breed,,0.7009799024648182,1,Alto,OOF desarrollo
611970ebc,data/raw_petfinder/train_images/611970ebc-1.jpg,train,Jack Russell Terrier (Parson Russell Terrier),,0.4638836789628932,1,Medio,OOF desarrollo
e25112cac,data/raw_petfinder/train_images/e25112cac-1.jpg,train,Mixed Breed,,0.7777277026870031,1,Alto,OOF desarrollo
29466dcf4,data/raw_petfinder/train_images/29466dcf4-1.jpg,test,Mixed Breed,,0.3557121959235909,0,Bajo,Test fuera de muestra
5bc5b43ae,data/raw_petfinder/train_images/5bc5b43ae-1.jpg,train,Mixed Breed,,0.5225769635682163,1,Medio,OOF desarrollo
6348b55cb,data/raw_petfinder/train_images/6348b55cb-1.jpg,train,Mixed Breed,,0.4800331548117077,1,Medio,OOF desarrollo
71f245b82,data/raw_petfinder/train_images/71f245b82-1.jpg,train,Mixed Breed,,0.6629240328537418,1,Alto,OOF desarrollo
245434d5d,data/raw_petfinder/train_images/245434d5d-1.jpg,train,Mixed Breed,Mixed Breed,0.7357179965954022,1,Alto,OOF desarrollo
c70a3fcc5,data/raw_petfinder/train_images/c70a3fcc5-1.jpg,valid,Spitz,,0.5494542119648178,1,Medio,OOF desarrollo
dbc39e84b,data/raw_petfinder/train_images/dbc39e84b-1.jpg,test,Mixed Breed,,0.6599441232718631,1,Alto,Test fuera de muestra
f0057428e,data/raw_petfinder/train_images/f0057428e-1.jpg,train,Golden Retriever,,0.2437735980775206,0,Bajo,OOF desarrollo
3afe6f1fc,data/raw_petfinder/train_images/3afe6f1fc-1.jpg,test,Mixed Breed,Mixed Breed,0.6542703808741459,1,Alto,Test fuera de muestra
70be9c861,data/raw_petfinder/train_images/70be9c861-1.jpg,train,Mixed Breed,,0.6000100347610517,1,Medio,OOF desarrollo
2931d3eac,data/raw_petfinder/train_images/2931d3eac-1.jpg,test,Mixed Breed,Mixed Breed,0.476216331096576,1,Medio,Test fuera de muestra
