PetID,conjunto_petfinder
7c9fdd0ca,train
c31f3d3f3,train
19272319c,train
2560aee80,test
18ee92cdf,train
ed9d88a61,train
b5521c7e1,valid
4ff447944,train
7ea357093,test
2b34c70e7,test
41e792442,test
e22b9edd0,test
6f2b619bb,test
8bf0f354b,train
5188ce75b,train
12ba67e43,test
5457a593a,valid
9f9bfa4d9,test
f780d04ae,valid
18c3b1a1a,test
ada93cece,train
e6b64b212,train
fae1e95de,train
979e3f8f7,train
16ac32123,train
254c3305f,valid
83d36f269,train
a71f9ca6b,valid
f2fba72d2,train
26cb1c2c0,train
ae9a09ad6,train
fb53fe33d,test
6ac7e0c51,train
3bb1086d6,train
9fb89d88f,train
e4941c40c,train
21178f3b0,train
a234c6496,train
71419d422,train
44cd12263,train
19fd91f5b,train
c0096c460,test
de445d837,train
8b1abca6a,train
626b056b5,test
69d413ff2,train
4084b0a93,valid
8df053c7e,train
22145fe75,test
b35e6306c,test
564356241,valid
05d8b5a9d,train
8f2946027,train
6326958d4,test
7a8fc4913,train
c3a2d4d83,valid
f02ef09d7,train
d5f80598c,train
03e5bf50b,valid
50abab539,train
3cdaf32d2,train
1b5dbc3cf,train
662011890,train
195c119c9,train
32d8fa52b,valid
12a280806,test
639fed947,train
b2937acb6,train
27dd38817,train
168f1c6e9,valid
718c4b524,valid
4887999cc,test
e772235aa,train
fbc0c9535,train
e0e8d63df,train
16eefbec7,train
be84c367d,train
e5cf352b2,train
07dd9a0a5,valid
32efae9d5,train
ea6129e3d,test
1499fbe78,train
a75bbea18,train
53c344d06,train
c3cef1c4b,train
9a218ea6c,valid
9de6b8550,train
de813940a,train
22992ecd0,train
c874c7c7c,test
b67778d17,train
2ba708d92,test
cab92d5a3,valid
9fe3f6afa,train
c30f7cde0,train
2318247fb,train
c22078c20,train
c3270683d,train
55b797c90,valid
a17411df1,valid
9b11972b0,test
71aed274c,train
de489fcd8,train
a37e46e35,train
dcd0002db,test
dd62a2e7f,train
104c799db,train
99459c30d,train
889ae00e3,train
d1a11cf42,train
78c3c7f21,train
64904cb52,test
50f87522f,valid
b4b4969b2,train
d1be4f433,test
4eb9c5991,test
731a2ef80,train
7d930d08c,train
b1a6fb38c,train
207298884,train
d81afce4f,train
216840542,test
f220ae6cd,train
19b7a9e47,train
4dd8dd451,test
0acd95320,valid
f13821512,valid
c2e4ec0c2,train
f726dd490,valid
695925a2a,train
8ad59da0e,train
dfd0fbde8,valid
c2fe3684a,test
ddf06fabf,valid
c1d58a395,train
3c1cc2c24,train
5b22f97b3,train
1fc6f94cc,train
282f456cb,test
baf49463a,train
db4a0242a,train
3760c73b1,test
53037f091,valid
6316b9647,test
80e8288c9,train
46b2782d5,train
2f3ff5116,test
5e7b512bb,test
11948e0ef,train
fd7811109,train
bfdde77ff,train
944a5fec2,train
0c3cb3d44,valid
7b1211e80,test
6ae5689d3,test
4b69bf0e7,valid
62613fb88,test
ad160afc4,train
435bb3995,train
f7c487e58,train
037b1c131,train
776f7e340,test
81d404558,valid
de61ca522,train
68a4cd579,train
ff47b9a27,train
e985acab0,test
25fce0465,train
585a705fc,train
76c073021,train
09898b12e,test
39afc4a19,train
bfa54aa27,train
3bc84c4a9,valid
d7d1cf92c,train
220e9aa26,train
269caf235,train
0a30968a3,train
e625fc4f4,valid
099115d38,test
fe7e662c5,train
bd4059588,train
f41a7de83,train
7ed3e206a,train
aac9127c5,train
271bb0de8,train
14580436c,test
f08275fdc,train
5242038c7,test
1f64d3191,train
843910e74,test
f18d332de,train
35d860fe5,train
c42153e51,valid
d6b97e7ca,train
5bd725e47,valid
22de1a590,train
194acc3f9,train
ba804d3fa,train
d899c9ef7,train
67f174628,train
ecba82fc3,train
7e2ce5b3e,train
29d752f7f,train
d0566e4db,train
dc589864d,train
49f3710f9,train
4d4c7be64,train
ada57411b,valid
e90451ea4,valid
1e72112bc,train
9bfb6a77f,test
7013035d9,train
6c4d7b09f,valid
be3247b2c,train
0ff7245bd,train
40309f25c,train
a44b2389a,train
d4bb8cf0a,train
92586e5a3,train
46bb277b5,train
3d9a62b53,train
51226d067,train
24dfcc985,train
807ea3b72,train
e932a94c6,train
11d50c573,test
a2c44393c,valid
f86f15c15,valid
eddd81378,valid
30917edfa,train
ec40d007f,train
ba8ead296,valid
ed7c0ebb1,test
bd6528981,train
6bf08dced,train
63adeea51,train
ce5bb821a,train
d0b98e001,train
3e158c21e,valid
1cccac540,test
7131cab79,train
a9f6ed0cb,valid
f80bf9a51,train
dc88ebe46,train
65e75b92e,train
5bd0c6dc7,train
b4d54e67c,train
1b91e1082,train
b4d341b10,valid
c36ffffdc,train
6697a7f62,train
cc3fe68d2,test
dbaa03313,train
4bce78644,train
9296c9064,train
c66f97de2,train
1db76bd72,train
cb7bfedd5,train
4103336dd,test
3ba7056bb,train
ad8b02fcc,test
4891fdacd,train
0d551fb5b,train
99c7658be,train
0243911ea,test
865ee6652,train
c3e1f5f86,test
39c02e302,train
12c4ed873,test
ab0609017,valid
f922bd640,train
0a266921d,valid
351f3746c,test
6185f59bf,train
a30e92cfd,test
9f2251ffe,train
7390b70c5,train
4370b5ff7,train
c7969bc23,train
04d25d8a7,train
f4c27e753,train
d1db8712e,train
ee65ac339,train
ed10d7ee5,test
f867cc417,train
dd0d78496,train
18f9fe19c,train
93b91a46a,train
380eaa884,train
be4acc363,train
cb41cd1c5,train
1fdf2880b,train
bb8795c8d,valid
d59f3a6cc,train
58132cc85,train
aba00e1f9,train
74f4cfdf6,valid
9ede28a9d,test
38436063c,train
15df9cd46,train
a8a1d4151,train
a700a780b,train
1d9c36e47,train
069762ec2,train
6f7d23e2d,train
5b2e5e410,train
44175f75c,train
17066185d,train
e402f3b2f,test
586585da9,train
9d84fc0c5,test
418a25e6b,train
417c109aa,train
3d51f4560,train
c4a3c0456,test
b1ed265ef,train
91d0ba5c0,test
530c897a2,test
1fecd2bab,valid
f2eb9530d,train
3fed382c0,test
a5acfe9ed,test
3b178aa59,train
ae5059b40,train
b11ae7451,train
bd54c995a,train
e27ac6865,test
f83695eb0,train
fa7c7d1be,train
8a38740d1,train
7611934a0,train
3de1de812,train
0a4203544,test
ed0185e39,train
a73b9eafd,train
ed5631a9c,train
0adca3f66,train
b25c2d2d1,train
06daf9c05,valid
cf66d011e,train
70337537c,train
72c626d6c,test
7b052d37d,train
231fe619a,train
6704c5fd7,train
8867faa98,train
10516f3c6,train
5a828ec3e,valid
3e65ffa3c,test
eddac3328,valid
9b344389b,train
97f0e7ec2,train
0d47275d4,train
f4614847a,valid
1a676ca88,train
db05d2fb1,test
7ef23b94f,train
46b9595d0,valid
b3db0fa59,train
80de23d7a,test
2405c5660,train
3df923a0e,train
8f1bdc253,train
dbabe4e51,valid
4866e37fe,test
21d8f0d2f,test
12890e9dc,test
43ad546c7,train
d5ee02201,test
9d513f46a,valid
de34278bc,train
5ca64db1a,test
ffebad2e7,train
5634cfd98,valid
503a567ed,train
7eb0b42b1,train
186920165,test
2cb3529bc,train
eaf610cd0,valid
9c5f43178,train
6f863a03a,train
52f3d0bf9,train
359dd0b52,train
d93b38122,train
bdb0f50e0,train
44c117982,train
62da2d031,train
2d88536fc,test
56ddc4f47,test
119f813b2,train
2831adaff,train
60f513e5a,train
95eb301ed,valid
c763886a6,test
1d20ba693,train
58d1adc55,test
628f11673,valid
158a55025,train
eb1f799df,train
50262523c,train
4da0a8ee1,train
b1d1e399c,valid
52a539ef3,valid
adc3a477a,train
130797334,train
e8f6ede8c,train
63697128e,test
c148399c0,train
514e33268,train
54bbc1b84,valid
cbf20c4b0,train
4d09e065d,train
2ad6c7675,valid
0fe8ffc8e,train
9ba11975b,train
7a23bdbdc,valid
72c9986ac,train
4a78b3e0b,train
3219ad064,train
6709f43e8,train
56d7f894f,train
dc2354851,train
37a11cc19,train
22bc76cf6,test
a6830bac1,train
afa694eb4,train
b52b8d946,train
86ea9dda0,train
e48598033,train
46152db3e,valid
e748f52b7,train
f836696de,train
8aeff9ad9,train
eb102e06d,train
703c9a23b,train
14e52bdaf,test
083687ba1,test
022606901,train
271ca0b0e,train
cfa67dca2,train
5b9bed882,valid
4c26cf05d,valid
4a8dc3644,train
16002dd9b,test
17cbebba6,train
bf7ee1354,test
a119ce67e,train
99f5b19b5,train
09dd22091,train
bc681e945,train
80bbb481b,valid
f7b67fd7f,train
559e15485,train
cf1b1b824,train
de19fca23,train
0cba1503b,train
6c4520bd5,train
d404012af,train
bbf6ed419,valid
07eb56db1,train
c42e5a129,train
9922b4f91,train
7ecaa8636,valid
89bec6af3,train
0fa25b7e5,test
8a6701090,valid
ca9841ab1,valid
34b96cf6a,valid
4b7262ad7,train
ac59f3533,train
18734d13e,train
99ab7c701,train
3a050484c,train
ab48d21e0,train
882021db6,valid
3af1dedf7,train
9ae0545c1,train
56a0c2ccd,train
793e89809,train
161de24f6,valid
f1fb9506a,train
b16852e32,train
72a2dc93b,valid
ab4f161ae,train
8910ea0f4,train
52363327c,train
c58ad77c4,valid
19470706b,train
cb423070b,train
f9db446f8,train
b129e668c,train
f205876aa,train
0b6064845,train
06abc52ac,train
2b47d7f0d,train
078bf7e5a,test
aaf465c30,train
d2fae31e8,train
e909c484a,train
0690278af,train
f5bbf322d,train
b054e635f,test
27ab49f1a,train
00156db4a,train
f52510492,valid
70f92bae8,test
41c61ed91,train
68e6d1bd7,train
6083e589b,train
487531377,test
550405709,train
7c6cc4bba,train
f246cb734,train
f8e0a06ca,valid
5ead05034,train
87a37261b,train
f0f9efd52,train
a04a67a2e,train
e72120027,valid
3b2f6d5b2,test
ca3dbbaa3,train
a243c61c6,train
598f1fdae,valid
50d1c2157,test
5fe2e44a2,train
547c7bf41,test
56b5845d7,train
e42a8863f,test
9ad6f6fae,test
6bf6880bd,train
8b636912d,test
e2cf62da9,valid
a76fa694e,train
faf13c5cd,valid
9d4e91ab0,train
c026becc2,test
f2ff942f1,valid
d21ed8b84,train
02a13b2cb,train
f57efd0b9,test
e7b44276b,test
7adb5f44c,test
146005aa0,train
5a3599411,train
1caf9686d,train
80fcb8392,valid
be0e2dfbc,train
9baf0d577,train
070014779,train
af2ec000a,train
37e15671b,train
0ecc1200a,train
2b4c0f3b6,train
ae6a2116c,test
d2161e0a2,train
fad982f0a,train
8a45e8492,train
9976d9007,train
b1b2aae50,valid
a25c1fe02,test
a4221001f,train
3ee76f8a2,test
a9fdc3e4a,test
b39ead375,train
4d3526802,test
064425a21,valid
48f8d1d90,train
04372b78d,train
356d41ee2,valid
dba5f0e5c,valid
1e140177f,train
1c2d419ac,test
933da53ee,train
0ab8ae91b,test
414d8422f,train
adbce8472,test
f95680d84,train
2868f9f3f,train
e3f51f5e0,train
db3fce97e,test
007ffeccd,valid
a85630773,train
2def0a43e,test
8b8c51377,train
243f7f43e,train
e59c8fc76,train
435f419f9,test
be7ff8075,train
48553ec94,train
0f3fd67e2,train
96eb3ec09,test
fc9cf8b8d,train
039fea576,valid
4e12936b0,train
788e8757d,train
2533f425e,train
11aa441fe,train
68936da8c,train
5c7d61133,train
2962fc103,train
81075b785,train
4f9b31590,train
907fc239e,train
405b63ca5,train
2ce1c6a93,train
998de7b77,train
9b09114c4,train
bd0c6dcb3,train
e5bb33a17,test
4d6350e54,train
1e750bb89,valid
e58dd05c8,valid
8b6f2ff52,test
3c9dbc88e,test
9664bcecb,train
1c7a27088,train
eb4eef57a,train
b2f2134bd,train
85ed50b25,train
f28036d8a,train
7993a02ee,train
bea6f651c,train
8e1111452,test
96b7978d2,test
92d711b01,train
43c43bfed,train
870d3b2aa,valid
218f8bb3a,train
b3faddf18,valid
b16c55a91,train
3a3dc1dab,train
3ea00c9fd,train
ff78347b7,train
3d7204289,test
e995db95f,train
75c84313d,test
ef5a07ae2,valid
6d6390b1f,train
c382bae22,train
1154c26ac,test
4892ceb8d,test
4c31c7db9,train
2dea0707b,train
16673c028,valid
b0278d962,train
3d7d23a52,train
ae00eded4,train
921817343,valid
55f8f6120,test
1bb6183eb,valid
95bc62678,valid
ae0c5671e,train
d83dd7fc2,train
876453f9d,train
179462b6d,train
4450385b4,train
ca76729c9,train
56bf5e254,train
2a3796cbd,test
0c228bdd5,valid
10711bb95,train
ec040a1ef,valid
1cce33a82,train
1c967561d,test
10836809d,train
4872c28b4,test
42448336b,train
900b47573,train
d46a58371,test
faf4322a0,test
627726d36,test
3ce528284,train
c12883eaa,train
a7c004380,train
72c38b9ab,train
db0b0bea6,valid
b0eeaf438,train
6ad1d75b2,train
0fc2dc3cb,test
1dc8f0fd4,train
34d387261,train
e1cd176b5,train
6d43edbe9,train
fdb03c163,train
de01d00eb,test
6146d435c,train
413489a34,train
d005caf41,train
9b8805c58,train
b6684c4b7,train
3828225de,train
2b1638a20,train
65051faf7,valid
cf98480e0,train
1fd464902,test
f9a3f579a,train
f68c70fe1,train
3f5ec6144,test
181c10e45,train
20cb13be9,train
f0c26af32,train
b6492d3b1,train
3cc6c4102,train
0f366f264,train
d243fce57,train
7a12a494f,train
9f12dbf17,train
23b3f793e,test
c2aeb6a1f,train
03c323fcf,train
5474cd2c2,train
86d87d5f7,test
ee421d21a,train
c43be9e6c,train
39fcd2ca4,train
8071fcc9c,train
a5d1a1271,test
2cb1d59ad,test
558c419c0,train
bfdc4cd9d,train
7023f6b45,test
5d8c4f66b,valid
9cc8bae3b,valid
1cbaa3e59,train
b27f46ae3,valid
89c28aad0,train
bf456451e,test
3fa0de4e4,valid
aa03b987e,train
3c155d21c,valid
a6fd3df67,train
6178884d1,train
70a90deaf,train
cbe4be41b,train
3b7aad341,test
8dea6d23b,test
cccd87749,valid
427343625,train
58b4ba48f,train
cb9527612,train
c93191313,train
7c559dedd,valid
4ae940ec2,valid
694cc5569,valid
cc8459867,train
ef15e6473,train
f99af9837,valid
897fde926,test
fad4fb461,train
dfe7a59b4,train
870e5566b,train
9945b5ac5,train
b26f1c630,train
cde10c57e,train
233ddf40c,valid
15be0f894,train
6ce40c2bf,valid
918408d22,train
021c24928,test
f9317ae6d,valid
dc40c2612,test
276f26435,train
eda415d15,test
364e3ac89,test
841bcd63f,valid
ee15edbb0,train
7c9e28902,train
acca0b2ed,train
cc195b43d,test
efda64fa5,valid
7564c7b62,test
e4f117930,test
46c44f7bc,train
41487b069,test
ae64cc2e7,train
4aa9a342e,train
eed29a312,valid
30319970f,train
08267e916,train
087ee8e83,train
3e6d8a2c9,train
efc478e64,test
3cc9490b8,train
0617d9287,train
fc4d1c61e,train
5360d72a3,train
a4e09a814,train
518e71b74,valid
99ed50a86,valid
19fe29040,train
e8c9545c7,test
6c9696bc5,train
c23b6bbf6,train
5ab1e209b,train
b13e4afff,valid
ed1f38a40,train
8803fb1c2,train
4f7bfcb68,test
b822d0566,train
f5e9075c9,train
f88144b9f,test
176516c7a,test
21e4ca7d1,valid
9ea8e240f,test
3bcc3be83,train
9deed930d,valid
c5db00aa6,train
00b23513e,train
232aee73d,train
e4afff6dd,train
f6ec35f31,test
db0213107,train
bb15b64ea,test
ad66b0f44,train
fdd191ba0,train
2c3f23fce,valid
3583095d0,test
49c216bf8,train
fd33218b8,valid
0143edd0a,train
7983db8d9,train
ea062393d,valid
ddae7aede,train
9ef3d0eec,train
f4948a23d,train
f580ba98c,train
57e37b00b,train
a970b89c7,train
4a6e23ad7,valid
7a59ae5ed,train
e94581522,train
f7675eb96,train
1cea0ad08,train
98686f3bc,valid
582c02d86,train
8010a808c,test
392cb224a,train
ca7c6095a,train
bba3070ad,valid
0e49eebb3,train
e0a797901,test
5f6d23ada,train
b15d56540,test
937c2e14f,train
a05c489dc,train
6202e7d4d,valid
42eac4984,train
326355730,train
e61d62489,train
d476272d7,train
d25ad4b76,train
8d7eff0cc,train
dc371c173,train
400eaa6d5,train
2ea25b63b,train
c02ce1bc0,train
dac60bd9c,train
5ddd7f219,train
9869aad59,train
b7ea489ae,train
1dc90fbb8,train
434691342,train
83b2fae5e,train
030f32f08,train
0338fcdaf,train
728a08a8b,test
5b4caee59,train
63f7cacce,train
45f9a9f66,valid
1fd2f589f,train
0ed8d0f9c,test
e4fb514b2,train
13c67e713,train
ca81b2566,train
7ebdfc3b7,train
cf78e66fd,train
256f40704,valid
f677061e8,train
9c43d4567,valid
a9551ed6d,valid
c723171ff,train
bf87b176d,train
3f2a40f0a,train
cf76c794a,train
acc76c678,train
dfcd19237,train
c96423707,train
5382ef1e5,test
5971694db,test
c3a52fbbe,train
29778124f,train
2f7da7f8f,train
aa795e561,train
428877021,train
8b6867433,train
eaf13651e,test
f82aa539c,train
df6205194,train
ca7075738,valid
0b6457bf5,valid
fe15cb88c,train
c0898504e,test
1ed0c2a41,train
386990598,train
5ea1f2c39,train
88c0e21d1,train
226e8fe7c,train
f288b4919,train
f83096577,test
a34cf041b,test
1020c8f00,train
6dbed5324,train
066498aa1,train
758a6def9,test
7821d724c,test
5e74dfc90,train
faf4fd269,train
85188cb67,test
d19f035bc,train
b3b26191c,train
84e1e59d5,train
2b5249852,train
bb0dddcf2,train
a6e33dddf,train
dcd93c794,valid
9dfcbe364,valid
84c1afe03,train
861d65847,valid
1bbadc050,train
90b927fdd,train
a0da2621e,train
7ddf00d90,test
a20880c1d,train
c33c82dd5,test
ba54e88a9,train
a6c7f3a13,train
447233a49,train
b2b3baca1,test
262d7f006,train
175f4a910,valid
b8ccf4b62,train
7d1030b42,train
94019dc75,train
1035db262,test
59e59bd5a,train
554c80a2a,train
8d8895245,train
a120cae65,train
7cf37c7e2,test
374b76068,train
9f2dd031a,train
79a9a7b05,train
bf90589d1,train
e375cb119,train
1e87e4110,train
6aee1d8da,train
679e98b95,train
484915b4f,train
417c09a08,train
f6fac7b56,train
8655a46ed,train
1f9b856e0,valid
e9ec4d543,valid
ea39ef3ae,test
9bd70dc2b,test
be3508ce5,valid
ef896feeb,test
c45e47c4c,test
c5af48975,train
c8c7ef646,test
387a8e71a,test
3b4b4cb9c,train
2bf2c6260,train
745fd19b8,train
9a3224461,test
f861fe441,test
c32940f0f,test
77bb4ce3a,test
9fb2a918d,train
abaf6c9ee,train
799cbc9e1,test
097dd9931,valid
c0545b660,valid
b477ad589,test
0af142ee3,train
bd56db16a,train
615afad71,test
1528d2a61,train
1e7a3b766,train
6ce342cfe,test
5f20dde82,train
d168549f2,train
b9e604ca1,train
1b1cf81d4,train
ca4224e0b,test
38f6f3011,train
a56bbc295,train
e63eea2f7,test
191fb0046,train
4ce620a7a,valid
bbd0c8f36,train
a9e4d6df7,test
cb9eb954c,train
8ce613036,train
a6610ebd3,valid
d7a002088,train
189a8292b,valid
a53cb0980,train
ba2d4e877,train
3285d041f,train
be36182ea,train
9fb8e5e73,train
fcc138c39,train
f980544af,valid
01c202740,train
96e9f6fd8,test
163adc370,valid
d8b05d43d,train
fd71f9fb4,train
9d1b799e7,valid
dd13b36c6,train
08a9b6f29,train
02f7300db,test
16dc1188b,train
cdf4d775f,train
534104c8e,valid
08d198666,train
a015cce59,valid
14410015e,train
a56c46193,train
6521d5af1,test
261c4115b,test
2d0315769,train
ce19e69ff,test
2fc753430,train
80aca536a,train
daabe5f9d,test
883e7d058,valid
e246ecfdc,test
437b06047,test
1d30559d8,train
902624c4b,train
e94f842c0,train
0985e2dad,train
33eaf34b3,train
f056ab9fc,train
df59dd59f,train
68d7d01d0,train
0be7a4adf,train
8b2be8807,test
9c33e8db3,valid
6adc3bf2f,train
66a1d5bc4,train
2c137b9a4,valid
76c276834,train
8e77d52ad,train
a00eaa0fb,train
3ec367f79,train
19db3e21f,train
d86d7a70e,valid
976cd59b0,train
004a26127,train
b6c338f94,train
8670bd551,train
fd3c1a3bb,train
2b0b80ef6,train
b80a19455,test
d8be7f8b0,test
0e80de8ac,train
4a4fb4974,train
5b59ef7ee,train
1d7e844a7,train
41e069381,train
d1962ab4f,train
0d6b8efdc,valid
503a096e7,valid
206db8d8d,train
599d24d23,test
1a0395c7f,train
4f1d86875,test
62b9cb163,test
4a93b3e4e,train
991eba9f9,test
8e2723a38,train
8f128d3ed,train
497ef36aa,train
af514b027,train
5cba5c76a,train
a2cf852c0,train
a16c6d55d,test
7727b4dae,valid
1a91262f6,train
3f834da3b,train
f72d7a939,train
779d50e4f,test
ee93b2d47,train
8849d3fe9,train
143d10038,train
a1390d450,test
7df56218d,train
0ede86b28,train
392caeaed,train
f904be121,train
1ba488d80,test
79ad78fc4,valid
a6239b2f3,test
6da53f587,test
c240d153f,test
29b60faaa,train
000a290e4,valid
f6575f08d,train
67a68df4a,test
2e1de0bba,train
0038c9343,valid
68046ca33,train
18cd75354,train
19f0ef706,train
07877aea7,train
322b32801,train
97a10da78,train
f2f8667a2,test
9ba39bba6,train
97b9ee40b,train
4fcd7cfe0,train
8528b3d49,train
8ac1e8eb6,train
56e91b142,train
8a04b2403,train
ccdc0f862,valid
0cc3e27b5,valid
169184766,valid
a0825ad18,train
8ac51d5ce,train
f8bf52aea,train
02d9e61ca,train
1e7159da4,train
434a2904c,train
7cd5e5195,train
2fb24b53d,valid
1940b59e7,valid
f69bd4b27,train
ff5ea4f84,test
660cd67ed,valid
cf162bb42,train
386e1a0fd,test
155e1f0ca,train
7a31d17c7,train
5bd3c6eee,valid
861c903b6,train
83b2d9103,train
7b6f894a1,train
728ed1c0e,test
3f38aabf4,valid
fc93e5aa5,train
289d0bc8a,train
8335d65e0,train
8d1dce21f,train
628a224b2,valid
1303e86df,train
752b2d9c5,train
eb6bb82fd,train
d9c151e72,test
cc08b4198,valid
7ebe13a93,valid
0691034ac,train
8483b2161,valid
90f1bb168,train
0e6492f0d,test
c5ee96818,train
f86b59db0,valid
813db4d5a,train
6ff9b83f0,valid
3b901ae31,train
a83683f66,train
e0ee00f9a,valid
c9c023b3e,valid
e9e263ee2,valid
13a563b84,train
42103b22e,test
0ef640aaf,train
79ef1fd27,test
9a7474fd8,test
b78b30c18,test
e470b6bd3,train
111be067f,test
5bfbb098d,train
07bd5a7a9,valid
375794bcb,train
3013d9169,train
3feae3fb7,train
01e4020da,train
7930e4752,valid
531e56f63,train
21415ffb9,train
07914c759,train
77c9c2e64,train
212157776,train
5264d253b,train
06ed12b93,valid
e8a1f3d1b,train
155126a9f,train
8106b5f6f,train
39818f12c,train
121c5faca,train
ccd36a0f2,train
c2fc23444,train
531452675,valid
49c5dbda7,valid
830b62870,valid
26161bad4,train
49f06aa59,train
21a56b530,test
c50926700,valid
1dcd8bc8a,train
2cd806c03,train
794c57f72,valid
47fc12331,valid
1d1c1d51d,train
fed21411c,train
2b6fe231b,test
0cda0894a,valid
cc261e309,train
a39034cfc,train
637e741e8,valid
10fa4505d,test
b3995ad50,train
c0574c31a,train
b181fa99a,train
24890da9b,train
91328d9f8,train
577c72b39,test
d6e6e7d6c,valid
f618c35b8,test
f5fc7d4a5,train
9b9873716,train
52ed9719f,train
e7c1eb9ec,train
331476348,train
abadb839a,test
e899d33d5,train
cccbf8c47,test
31081d71d,valid
c5aeec694,valid
f231e1f78,valid
1ce065496,train
8a3bb842e,train
a64d70c84,train
8009b7ac8,test
fe2209833,train
a6fe8b174,valid
4f412d0fc,train
67ef0c9a6,test
6e642352c,valid
732a2ed35,valid
dd9ee4a38,train
1539be087,train
b12e22341,valid
69b79d62d,test
b59e875ed,train
a45142177,train
f45171393,train
0e83fbe2a,train
ae14a91dc,valid
80bf7a371,train
ef8ddd70b,train
859b2a95b,valid
97dc40c6f,train
553164b93,train
39ec77c60,train
7988bce47,test
cb295209a,train
4a311c6dc,train
f03ea3fd5,train
36ea16468,valid
eb77ec282,train
e11e6cf89,valid
b48d47214,test
1f983f20b,train
b3ff03304,train
3f7ef9681,test
466862270,train
e01638894,train
de0f0272c,test
d3a4afef1,train
1f2573b47,test
5971c2462,train
6120ace5c,test
40fbb932c,train
f22aae8af,train
f08503742,valid
09ca98f7b,train
acb248693,test
65a98c48f,train
93a9e05b1,train
d4c153877,train
0c1e8a6f2,test
99daba941,test
7cd898f38,train
3f4fff7b2,train
ef0fde5be,train
01e5d357f,valid
77a74852b,valid
0b051c8b3,train
3b2b69d20,valid
ac3a5c473,test
8cb325d19,train
bfab5f493,train
f78698cc4,train
d5053eb47,train
9b0744be7,train
412d6c47d,train
ec4849051,train
485772d7e,train
6b24d9186,train
37e47eeab,train
98ae607d8,test
221cc9a2b,train
329814145,train
799aad68b,train
f796b0a30,valid
ec15875ea,test
610246129,valid
bfdff0622,test
5e8f72190,valid
b1ae07ad5,valid
dfb0b0928,valid
d3e488484,train
a6fbe0f38,valid
c9d24314b,valid
1fd056050,train
38d23c02f,train
abd7a3201,test
5944cef68,valid
b233246be,train
44db1cade,test
f90762cef,train
6aa6cfaaa,train
4f9379256,train
b43155295,valid
c9d955ac9,train
dc4e92b83,train
8e5356302,train
ae3ef6983,test
143a52d8b,train
eda2151fa,train
9d3c3c390,test
8a97062f5,train
5a3e60ced,train
679d0c196,valid
8632f7132,train
c7338db23,test
1a849a445,test
cbb64ed77,test
356d9395d,valid
9fae764f0,train
c1f4af354,test
8cf93cab0,train
a63f6c6a1,train
a04c35bc6,train
0b3b23c20,train
f2bb56f7a,train
d6259561f,train
7cbe52a0f,train
f073c005e,train
0a0e8c15b,train
2edd45e56,valid
2d8db1c19,train
24c1d5a33,valid
6c62c854f,train
079f5f1e4,train
78332e36f,test
a3eb4fe4d,valid
87615b2c6,test
8ef4b6cf3,test
78cb569c6,valid
5cd76da7d,train
ad6cfec5c,valid
db6082ae6,valid
94610095f,train
a2c44e0b3,test
e32f5a36f,test
2e74deb7b,valid
bc0a5524c,train
5163abb6e,valid
164462023,train
e2a9dd71a,train
f252006a7,train
59a3ee7ff,train
77d4eba90,train
e6b28fc29,train
117fb58c9,train
f2708d814,train
b271a8246,train
efb7343fa,train
fce9a96ce,train
3f53ec8cd,train
2c7a8ea18,train
9801a0f9c,train
8a420e638,train
48d1e6446,valid
6735cc397,test
56b63bfb3,train
dcd70e1e3,valid
a75703051,train
7b81592b9,test
6784b2fcd,test
18da94e9d,train
8fcdf3368,train
6d1d7bcd8,train
edba94b45,test
f6e56c908,test
167233db2,test
622f08247,valid
90204109f,train
3e463e29e,train
b1f1a42bf,train
f69176873,train
82e86dcbb,train
0dbb0a012,train
f2aac285e,train
af76ac5bf,train
8b1b5fcfc,test
843f45598,train
3890935ed,train
e2ce25661,train
7d7da3838,train
99e9a454d,valid
9d1012529,train
725ee6572,valid
3d0a4c45a,train
8f6a4a76a,train
b3543dda3,valid
7c17de5f6,train
92ee6241d,train
70aeba909,train
822193428,test
e052a2a39,test
77d395a82,train
68a603bc3,train
67532bb27,train
bdf00be34,train
79799da25,train
7d7eef3d3,test
649930cc8,train
fcfae453e,train
05e3bc1ae,train
b64e30a78,train
01f4746ef,train
254dd6ba7,test
f9a962ccc,test
fd6dd3835,train
f522ad8d4,valid
804e56f9b,test
72b0d2b06,train
b48460ef7,train
bfed6fcaa,train
04e966b1c,train
da7680082,train
24488c53a,test
6a34d34ab,train
b5b84493d,test
9296eb09d,valid
5e6de643b,train
1acab1703,train
e0efe2c72,train
e13488562,train
fb278c21e,train
b7809d0dd,train
962c84aa9,train
18a87116d,train
f38727a35,train
26fb642bb,train
8a01ffaa7,test
9493ee8ee,train
2099c09a0,valid
7d3dd49c5,train
85ff0f493,train
7a7153881,train
e65375c05,train
cfd4c95d9,train
c8c3eb092,train
1d6149d17,train
07ae95ddc,train
382d948b1,train
326b17344,train
067f49481,train
6c803e00e,valid
1eb9e42bd,train
af843bbce,valid
cff9a1fec,train
259dc7e9a,valid
eda8eecc6,valid
f84b22dae,train
bbfc5274f,train
cb474120b,test
d2d48985e,valid
22987c7fb,train
18810b958,train
3daede547,valid
b210e38f0,test
fd123a15d,train
f3c42e04b,train
4f7fc967a,valid
69a1bfaa9,train
5cc846427,train
6a7027972,test
a381e49c9,train
6c8487ccb,train
