PetID,sentiment_score,sentiment_magnitude,sentiment_language,n_sentences_sentiment,n_entities_sentiment
57b9d7903,0.8,0.8,en,1,3
33eaf34b3,0.3,7.0,en,15,37
13be42d0e,0.4,2.1,en,5,10
e570d64ac,0.1,0.1,en,1,2
33a6694b0,0.3,2.7,en,6,10
ac9feb346,0.3,1.3,en,4,7
bf5d1a04c,0.1,2.6,en,9,13
b2a23ac85,0.4,1.0,en,2,3
fca85f778,0.7,1.5,en,2,3
9d8e820b0,0.0,0.2,en,2,4
b26f1c630,0.2,2.3,en,4,4
afa1e2afb,0.6,2.5,en,4,4
6a8f9aa52,0.1,2.1,en,6,15
488cefe35,0.0,3.1,en,6,10
4a8f49ac8,0.1,1.3,en,3,10
c23b6bbf6,0.9,1.8,en,2,3
db635ae93,0.9,0.9,en,1,1
41b98eea2,0.1,0.4,en,2,6
966aaf6e2,0.2,0.8,en,4,9
af2f3a166,0.0,1.6,en,5,17
a65ec6d03,0.5,1.6,en,3,4
06666dc09,0.4,0.8,en,2,4
a630f3a73,-0.5,0.5,en,1,3
38a780df6,0.3,1.5,en,4,9
b243b8e93,-0.2,3.9,en,8,31
17d9c9586,0.2,4.3,en,11,27
d8df310c9,0.8,1.7,en,2,3
34dc86aae,0.6,2.5,en,4,13
9609a0b86,0.1,4.0,en,14,33
f51667d46,0.3,1.1,en,3,4
c02ce1bc0,-0.2,1.0,en,5,12
0286dd665,0.5,0.5,en,1,3
fd1bf9554,0.3,5.2,en,9,17
23941ded4,0.5,1.7,en,3,8
a906ff5f5,0.2,8.2,en,22,66
679d0c196,0.0,0.0,en,1,4
6c9e1c82f,0.2,1.7,en,5,8
b7d23de06,0.3,1.6,en,5,7
8eab07081,0.2,3.5,en,6,11
44dcffea3,0.6,3.0,en,5,7
eb6c579d5,0.7,1.5,en,2,2
abc69ab7f,0.2,4.7,en,12,15
6ad5aa95c,0.0,0.0,en,1,2
1c59cecac,0.1,0.1,en,1,2
9d03cf923,0.1,2.1,en,8,17
4f3b3314c,0.5,2.3,en,4,8
a7a44933c,0.6,2.8,en,4,8
ef15e6473,0.3,1.7,en,4,6
9c580ca06,0.4,4.8,en,10,12
0e736f310,0.0,2.5,en,5,11
a6396a580,0.9,1.8,en,2,12
6231ed9b3,0.2,10.6,en,25,48
fcfae453e,0.2,1.8,en,6,10
db5a260fa,0.3,1.2,en,4,5
b660cb310,0.1,1.1,en,4,10
ae5059b40,0.2,3.7,en,10,15
c22078c20,0.0,1.8,en,4,4
0605aab21,0.3,0.7,en,2,1
24dfcc985,0.2,1.0,en,3,7
5ff1a0cae,0.2,0.2,en,1,3
1fd1d2349,0.0,3.4,en,13,35
46c834c70,0.4,1.5,en,3,4
23cdf5f21,0.3,0.3,en,1,2
954243934,0.5,1.7,en,3,10
9d3d3b938,0.0,0.0,en,1,2
412d7406c,0.1,0.1,en,1,2
05aad3b3f,0.2,0.8,en,3,18
078bf7e5a,0.5,1.1,en,2,3
7e43a342a,0.1,8.1,en,14,39
3cc6c4102,0.0,0.8,en,4,7
0291e8ca0,0.3,4.7,en,7,14
1adb292f6,0.1,5.0,en,11,51
5918330ac,0.5,1.1,en,2,2
a8f43bea5,0.2,1.3,en,4,6
76b818bdb,0.1,0.9,en,3,6
f252006a7,0.7,1.4,en,2,18
3cdaf32d2,0.4,2.3,en,5,6
eaf610cd0,0.6,2.6,en,4,9
678d21531,0.5,4.3,en,7,19
1e85c2b18,0.5,1.1,en,2,3
20845a37b,0.2,1.3,en,6,4
24488c53a,0.0,4.8,en,12,16
6d18707ee,0.3,3.8,en,10,15
dc20a0cea,0.4,2.7,en,6,11
859426703,0.9,1.8,en,2,4
b3a42fc4a,0.3,3.1,en,8,14
03c1e47b4,0.3,1.3,en,4,6
207c24fd3,0.3,3.8,en,9,12
9f4a72311,0.5,1.1,en,2,4
e86af84c5,0.0,1.4,en,3,5
d243fce57,0.3,2.0,en,5,7
18427ab22,0.4,5.9,en,10,22
ab6c8aca6,0.6,0.6,en,1,0
1ec7dc903,0.1,1.5,en,2,6
b6256e92e,0.4,2.2,en,3,8
dc549e010,0.2,1.6,en,3,3
9e2af0f7a,0.4,4.2,en,8,9
6ae5689d3,0.5,4.4,en,7,13
b3b6d78f5,-0.1,1.2,en,5,6
ddc628647,0.5,2.4,en,4,9
863947277,0.4,2.2,en,4,12
2a06a5244,0.0,0.0,en,1,1
41e792442,0.4,2.9,en,6,10
2a5e70892,0.5,2.1,en,4,13
8940dfe55,0.4,1.9,en,4,7
bc7956085,0.1,2.1,en,9,21
e899d33d5,0.1,2.1,en,4,14
b5ce44276,0.7,1.4,en,2,4
6d6390b1f,0.5,2.6,en,5,9
7d1030b42,0.2,3.5,en,10,17
21ae91701,0.2,1.5,en,5,10
a6eb71dc0,0.5,1.8,en,3,6
2edce7d92,0.3,3.2,en,7,27
9697ebf42,-0.1,7.2,en,21,37
919768bb5,0.0,0.0,en,1,1
5bfbb098d,0.3,5.1,zh,11,23
59a3ee7ff,0.1,0.3,en,4,6
207d61997,0.0,1.2,en,4,9
d6be47a3c,0.5,2.3,en,4,12
fee0b4da6,0.1,2.3,en,8,12
b9568ee6f,0.3,0.9,en,3,3
3f3e1f288,0.6,1.3,en,2,4
3b4bb9973,0.6,1.9,en,3,5
b233246be,0.0,0.3,en,3,11
e303359a7,0.6,1.8,en,3,7
0baab7556,0.0,0.0,en,1,2
f981112a8,0.3,2.5,en,5,28
8ae60c34e,0.0,3.5,en,8,15
ce6afb606,0.1,3.3,en,7,25
e01638894,0.0,2.0,en,4,13
570b3eb92,-0.1,4.5,en,11,32
2fdd78c55,0.1,0.8,en,4,14
5163abb6e,0.2,0.2,en,1,4
a4cec9f83,0.0,0.0,en,1,3
4a78a1859,0.0,0.4,en,3,8
784e466b1,0.2,1.7,en,6,18
7e3d0e3f0,0.8,2.5,en,3,10
8705145ca,0.0,2.4,en,4,12
976cd59b0,0.5,2.0,en,3,12
d0a66003d,0.0,0.0,en,1,1
062b387cf,0.3,4.9,en,11,22
191043d9c,-0.2,0.2,en,1,1
7b6629627,-0.5,0.5,en,1,8
f72db59b3,0.3,4.4,en,7,16
c626f2f93,0.3,0.3,en,1,5
4a2270c3e,0.0,3.3,en,5,7
6f1a516f4,0.6,0.6,en,1,5
07bd5a7a9,0.0,0.5,en,4,6
8378c8af1,0.3,4.5,en,9,16
3a8f89229,0.6,2.7,en,4,7
c8e2a9092,0.9,0.9,en,1,1
0fa25b7e5,0.2,2.0,en,5,9
f5170bc70,0.1,0.7,en,2,22
6adc3bf2f,0.5,0.5,en,1,5
67ab87b4a,0.0,0.0,en,1,1
90204109f,0.0,4.6,en,12,29
9aac5500a,0.3,1.1,en,3,5
17b2d4cd6,0.9,0.9,en,1,1
6730a4a60,0.2,1.3,en,2,4
6029e0ed0,0.0,0.1,en,2,2
1b8ef81e3,0.0,0.0,en,1,1
aef2fa931,0.4,2.8,en,5,11
bbd8a4220,0.4,1.6,en,4,8
01e6a888d,0.0,2.9,en,10,9
a5595a935,0.2,0.2,en,1,7
256f40704,0.2,3.8,en,11,9
6c8487ccb,0.4,0.8,en,2,3
0e56a693b,0.0,5.9,en,12,36
15538a661,0.7,1.5,en,2,3
79e510cb9,0.1,4.1,en,13,20
1d0a5c20a,0.0,0.0,en,1,1
d806d8c60,0.6,1.3,en,2,1
ccd14639f,0.0,3.7,en,12,26
1ef3f5030,0.0,0.2,en,2,4
94610095f,0.1,6.2,en,19,37
1c92ce464,0.1,1.8,en,4,23
9f2dd031a,0.0,0.0,en,2,3
ac7edef88,0.6,1.2,en,3,4
618f4931a,0.4,2.9,en,6,12
ba79cfddf,0.1,0.5,en,2,8
d83dd7fc2,0.5,3.3,en,6,15
39bf24ec8,0.0,0.0,en,1,10
7ed14130d,0.3,1.3,en,3,4
785150e60,0.3,1.8,en,5,5
77b247a02,0.4,0.8,en,2,6
f7675eb96,0.3,3.2,en,7,42
86f4297b4,0.5,4.2,en,8,22
12c071b30,0.9,2.8,en,3,7
c4be004d4,0.0,0.0,en,1,1
35d9045fb,0.8,0.8,en,1,3
2d8b42d21,0.2,1.1,en,3,7
60a36cab1,0.0,0.6,en,3,5
87ef4d3ca,0.0,0.0,en,1,4
ff832cb7e,0.3,3.7,en,5,10
7b81592b9,0.6,1.8,en,3,6
c14ddf8a0,0.0,0.1,en,2,5
99558286a,0.2,2.5,en,9,19
c919eb44b,0.1,2.1,en,10,10
d4b5c41ac,0.6,0.6,en,1,2
245b99f60,0.1,3.5,en,8,10
75bd3a017,0.3,1.3,en,3,7
b27f46ae3,0.4,3.2,en,5,8
799cbc9e1,0.2,1.7,en,5,11
b677eae2a,0.2,2.9,en,5,9
30e66b835,-0.4,0.4,en,1,2
bb9e47b4a,0.0,1.3,en,7,13
dc23feccc,-0.6,1.8,en,3,18
787f3055b,0.6,1.3,en,2,5
7448f3165,0.6,3.6,en,6,29
828ac8371,0.1,0.1,en,1,2
5c4742e35,0.9,0.9,en,1,4
938bcf142,0.5,3.2,en,6,13
e6e536800,0.9,0.9,en,1,0
2fe1eb7b8,0.6,1.9,en,3,4
a5d1a1271,0.4,1.4,en,3,2
906308870,0.0,0.4,en,4,11
fc7f99ad7,0.0,0.0,en,1,2
10949ac80,0.0,2.1,en,8,10
05974bc36,0.9,0.9,en,1,0
9e935b385,0.5,1.7,en,3,4
f6575f08d,0.3,1.9,en,6,40
7687b7da2,0.4,4.5,en,7,27
ef896feeb,0.1,0.1,en,1,2
3cbe65e9a,0.0,0.0,en,1,2
da8d56dff,0.2,1.9,en,5,18
1833aa7d6,0.4,1.7,en,4,13
8044a4f7e,0.6,1.8,en,3,5
8fddd8a5b,0.2,4.6,en,9,14
2d72ef0c4,0.1,2.9,en,10,29
2c24655fe,0.0,0.0,en,1,1
17ac391be,0.3,2.0,en,5,5
9d70a0499,0.3,1.9,en,5,9
b188b50cd,0.3,3.9,en,8,18
1635eac9a,0.3,0.3,en,1,4
dcd7102d9,0.8,0.8,en,1,18
9bd70dc2b,0.2,2.7,en,5,14
3a67f200f,0.9,0.9,en,1,1
78332e36f,0.0,0.0,en,1,2
3497c1ad0,0.0,3.2,en,5,23
6d43edbe9,0.3,9.4,en,22,53
b8d96cdd0,0.0,2.4,en,7,13
e15353d1b,0.0,0.0,en,1,2
a8267c4eb,0.0,3.7,en,11,25
68838474a,0.0,12.1,en,31,125
00156db4a,0.0,1.8,en,5,10
e0ee00f9a,0.1,0.8,en,2,5
863262193,0.5,4.6,en,8,11
9f12dbf17,0.7,4.3,en,6,10
dc0ee2c73,0.4,4.4,en,9,17
c014197ab,0.1,0.7,en,6,10
29466dcf4,0.8,0.8,en,1,6
9cf90beff,0.1,0.2,en,2,3
429017e9a,0.2,1.8,en,5,7
6fcee4bee,0.2,1.2,en,3,11
f6c14900d,0.2,1.1,en,3,4
b8d244dd5,0.3,4.7,en,9,10
9b11972b0,0.2,2.8,en,10,17
f160ae385,0.0,0.0,en,1,2
59b66be84,0.4,0.8,en,2,3
776354931,0.2,2.7,en,4,8
d5f441f79,0.9,1.8,en,2,3
cb5597fb1,0.2,3.4,en,8,17
22d381889,0.3,1.3,en,4,3
3c2e29219,0.0,19.0,zh,38,91
655cfc630,0.6,0.6,en,1,2
4552e7972,0.4,2.8,en,6,14
6c3a05812,0.2,0.2,en,1,4
f89f0e01d,0.4,2.6,en,6,9
ba030cdba,0.2,0.6,en,3,6
8dd958339,0.1,2.6,en,6,18
15be0f894,-0.1,0.5,en,3,8
b17f7a1fc,0.8,0.8,en,1,7
7023f6b45,0.2,4.2,en,10,26
a2b226c6c,0.7,2.2,en,3,5
4c0de1708,0.4,1.8,en,4,20
bd763ab11,0.0,0.4,en,2,7
c3270683d,0.1,0.5,en,3,4
37cec5261,0.1,1.4,en,3,4
3e6fa700b,0.4,3.4,en,8,14
5e6de643b,0.5,3.8,en,7,24
3df923a0e,0.3,2.4,en,7,13
2630db5dc,0.3,4.5,en,11,32
4f39ec246,0.3,3.0,en,7,25
e1f08c5b2,0.3,2.7,en,4,9
283d93104,0.3,2.3,en,6,20
4c3a2c536,0.0,0.3,en,3,5
eda8eecc6,0.5,7.1,en,12,62
c924a03e8,0.2,2.9,en,6,8
1e115d8ff,0.5,2.8,en,5,7
91add3784,0.1,0.6,en,4,6
0073c33d0,0.0,0.0,en,1,7
b8daff578,0.4,2.2,en,5,6
5f1896e5d,0.0,3.1,en,10,17
aa7395687,0.2,1.1,en,3,5
68936da8c,0.0,3.3,en,6,10
34d387261,0.2,6.3,en,17,51
2fa65607f,0.6,0.6,en,1,7
b8d35b6c3,0.0,1.5,en,4,7
156da1714,0.4,1.6,en,3,6
68e46ed0e,0.7,2.3,en,3,8
a952a211e,0.7,1.4,en,2,3
6114449db,0.3,1.3,en,3,4
cb11e3261,0.2,0.2,en,1,6
48c9474d9,0.1,2.4,en,6,11
f05665d6d,0.0,4.0,en,9,14
19cb228a0,0.3,4.1,en,11,20
f135e422d,0.0,1.2,en,5,16
6806f15f3,0.3,1.2,en,3,4
7ef23b94f,0.4,1.6,en,4,7
8435e081c,0.1,1.2,en,3,9
8f20e24ef,0.3,1.0,en,3,8
bf87b176d,0.4,3.5,en,6,10
c7b3c09d4,0.1,2.0,en,6,15
db044e38b,0.1,1.0,en,3,5
44c308937,0.4,1.3,en,3,4
cf795bb00,0.0,1.7,en,4,8
93e53882d,0.8,3.5,en,4,6
ec4ed9fe6,0.1,6.8,en,14,34
3f9f466d1,0.0,0.1,en,3,4
07ae95ddc,0.1,2.7,en,6,21
9d4e91ab0,0.3,3.2,en,8,20
705ce0ebd,0.5,2.0,en,4,10
688b3183d,0.3,3.5,en,8,11
44fff524f,0.2,0.2,en,1,2
839aa5fd0,0.2,4.1,en,7,21
88f79f7ee,0.0,0.0,en,1,2
b2e3cf5a0,-0.7,1.4,en,2,9
28c005011,0.9,0.9,en,1,2
454607f26,0.6,1.9,en,3,6
182faa94d,0.4,1.9,en,4,4
2469e58fd,0.4,1.2,en,3,6
e95d902dc,0.5,1.7,en,3,11
6366dd2f9,0.0,0.0,en,1,5
df0933e46,0.5,5.6,en,10,23
fa18941f4,0.6,4.7,en,7,11
0e6dd5e23,-0.7,0.7,en,1,3
767a3b706,0.3,2.4,en,6,9
18aa41749,0.7,1.4,en,2,2
bcda757a8,0.2,0.2,en,1,4
f68bec222,0.0,3.0,en,10,18
eb21c0250,0.1,1.1,en,5,10
e66ee4be8,0.2,0.9,en,4,6
a427984f4,0.7,2.2,en,3,25
b7f7e01c6,0.5,0.5,en,1,1
4d7573c5e,0.7,1.5,en,2,0
1bf044649,0.2,1.2,en,2,4
35bb8ee8f,0.0,0.0,en,2,4
83b2d9103,0.7,0.7,en,1,2
c4ab38782,0.1,0.6,en,4,7
91e663cd2,0.1,0.8,en,6,11
7930e4752,0.3,1.2,en,3,13
71e96f977,0.1,4.4,en,12,23
46c5fd256,0.1,5.1,en,11,50
dffc5cef6,0.1,3.2,en,8,23
353187b3d,0.2,0.9,en,4,15
48b418070,0.4,1.2,en,3,6
e945a1e04,0.4,1.8,en,4,4
07b2a1416,-0.1,0.2,en,2,5
4c6dc89df,0.1,2.6,en,7,12
f2ff942f1,0.0,3.8,en,17,43
991519fdb,0.7,0.7,en,1,2
6a393b32a,0.2,2.5,en,6,14
e9dec895b,0.2,8.4,en,20,62
005bb92d8,0.2,0.2,en,1,5
b7d2d752f,0.2,1.5,en,7,13
f60ee7233,0.2,2.5,en,8,8
c4a2fd15a,0.8,1.7,en,2,3
7811bdd84,0.3,0.3,en,1,2
a479a1a6a,0.3,0.9,en,3,4
38fd4509d,0.0,1.9,en,4,12
2b95747f3,0.0,3.5,en,8,13
de591574b,0.6,3.2,en,5,6
8910e2c01,0.0,16.4,en,45,102
3cf8487d4,0.7,4.3,en,6,8
d46a58371,0.2,1.2,en,5,5
aba758b7f,0.4,3.0,en,6,14
c67d871e3,-0.1,4.8,en,7,16
2e1de0bba,0.1,1.5,en,6,7
474f23a3a,0.3,1.0,en,3,10
b5b84493d,0.2,3.8,en,9,17
8310e47df,0.0,0.4,en,3,4
e2205b952,0.3,2.2,en,7,8
622f08247,0.2,3.0,en,8,10
db05d2fb1,0.2,1.2,en,5,11
79a9a7b05,0.2,3.0,en,7,8
f1164babb,0.0,0.0,en,2,4
7c9dc0791,0.5,5.1,en,10,23
2bf4445c7,0.5,0.5,en,1,1
3d3006ccc,0.2,1.1,en,4,7
7983db8d9,0.7,3.5,en,5,17
6b7f2c603,0.1,2.8,en,8,22
ca46b14de,0.8,1.6,en,2,4
8aec4488c,0.6,2.5,en,4,11
1a76190c5,0.3,1.9,en,4,14
c1ed602f2,0.3,5.0,en,12,19
f72d7a939,0.7,2.1,en,3,8
950dd345b,0.1,11.5,en,27,62
ecb3e47a6,0.2,1.2,en,5,10
73ec4c916,0.2,1.3,en,2,4
c77a68714,0.2,1.7,en,6,8
52238d3bf,0.5,1.0,en,2,4
8054aad26,0.1,4.7,en,12,24
5a289a426,0.7,1.5,en,2,4
43ddb2eb4,0.4,3.4,en,7,14
aece6e7bf,0.9,0.9,en,1,6
c0edff1e1,0.0,1.7,en,4,6
302eb3771,0.2,4.4,en,10,13
58b4ba48f,0.1,1.8,en,5,14
5b7fd5349,0.0,0.0,en,1,1
0d440b00e,-0.1,3.6,en,8,19
e4efae0f1,0.0,0.0,en,1,1
fae1e95de,0.2,1.1,en,4,8
9e9a3285d,0.1,2.7,en,7,9
daabe5f9d,0.5,2.3,en,4,9
883e7d058,0.2,1.9,en,3,7
64f41ee68,0.3,0.3,en,1,1
345b95213,0.5,2.9,en,5,4
aa11bee11,0.1,3.6,en,10,9
907f77c78,0.2,2.6,en,4,18
e481cf862,0.6,1.2,en,2,7
d6e342121,0.3,0.9,en,3,6
23b64fe21,0.3,1.0,en,2,14
6bbcc7ea5,-0.4,0.4,en,1,4
b7d753c5a,0.0,0.8,en,4,11
e267af6d8,0.5,1.5,en,3,6
506bacb46,0.0,0.0,en,1,1
3bf7bccc9,0.3,1.3,en,4,9
fd139f4e4,0.2,1.3,en,4,10
37ed9080d,0.2,0.4,en,2,3
e6335223e,0.0,2.5,en,8,16
b2406f38d,0.3,1.1,en,2,5
08aad5787,0.0,0.0,en,1,3
648727065,0.9,1.8,en,2,4
52d336af0,0.2,1.1,en,3,4
f70a1bf5d,0.2,3.2,en,9,15
655eaa578,0.8,1.6,en,2,1
f82aa539c,0.1,1.0,en,3,5
c504cbfd4,0.1,2.5,en,5,8
f47fc05a6,0.4,0.8,en,2,8
642a88a93,0.2,4.2,en,12,27
17066185d,0.0,0.0,en,1,1
ee34f3079,0.1,0.4,en,3,8
335eacf2d,0.0,0.4,en,2,4
24af5742e,0.4,4.2,en,7,10
8a9bdc274,0.7,2.9,en,4,8
29aa0b74b,0.4,2.2,en,5,12
44aafd1b1,0.3,0.7,en,2,2
54c2d49bb,-0.2,3.1,en,9,18
9fe3f6afa,0.0,2.6,en,6,10
12537b530,0.6,2.0,en,3,7
b18e25ae6,0.5,1.0,en,2,3
39adf62b4,0.3,0.6,en,2,3
bdc5ffaba,0.5,1.7,en,3,6
854edf08f,0.1,2.0,en,4,14
b03983a09,0.1,0.8,en,4,13
653f94080,0.2,3.0,en,7,10
bf456451e,0.1,1.7,en,5,26
628a224b2,0.5,8.5,en,14,29
e32c29f03,0.0,3.0,en,5,11
27e458086,0.0,1.8,en,6,17
107c30c6d,0.1,2.4,en,6,6
35bbb3a85,0.3,0.6,en,2,4
00f3a3993,0.1,1.8,en,7,11
c33c82dd5,0.3,2.5,en,3,12
cf020a716,0.7,3.8,en,5,10
3d0752cd9,0.1,3.3,en,5,28
5842f1ff5,0.9,0.9,en,1,6
466862270,0.1,6.6,en,15,31
2ac3ca459,0.2,1.0,en,4,8
fd33218b8,-0.1,2.3,en,9,16
1cbaa3e59,0.1,1.8,en,4,10
b98512188,0.6,4.4,en,7,20
121c5faca,-0.1,0.3,en,3,7
bd7f07424,0.1,1.9,en,4,4
d86d7a70e,0.1,1.0,en,6,19
20bf4bf39,0.3,2.1,en,5,9
92caf1d01,0.8,0.8,en,1,1
45dea4033,0.4,4.5,en,9,16
4263cc9ed,0.2,1.0,en,3,5
6521d5af1,0.5,1.0,en,2,2
63a542d16,0.4,5.1,en,8,14
5b3559bf2,0.2,1.5,en,6,13
a90161422,0.3,1.3,en,3,12
3a7b85800,0.1,1.2,en,8,10
dbfb1869f,0.9,0.9,en,1,6
ad70b1120,0.3,1.6,en,5,4
9827921f8,0.0,0.2,en,2,3
f6fac7b56,0.3,4.8,en,10,17
fe3a83fe5,0.6,3.3,en,5,11
a16c6d55d,0.1,2.1,en,6,11
5cfd4e3bb,-0.3,2.0,en,5,39
22cf2902d,0.3,1.2,en,3,4
f246cb734,0.1,0.2,en,2,5
38ea54f1f,0.9,0.9,en,1,4
8e343f4df,0.4,2.9,en,6,21
7ff979d3a,0.2,8.5,en,15,32
414d8422f,0.4,0.8,en,2,3
0fae8116c,0.2,1.3,en,4,7
6a546bfb7,0.0,0.0,en,1,1
2959602fc,0.4,2.9,en,6,15
24e2e049e,0.1,0.1,en,1,9
82e86dcbb,0.3,2.2,en,3,4
a37a24a58,0.0,1.9,en,4,8
1a7ec71e7,0.9,0.9,en,1,3
a36e3c034,0.1,1.7,en,5,10
46b9595d0,0.0,2.9,en,7,16
5366eff00,-0.4,1.6,en,4,12
8573077f3,0.9,0.9,en,1,2
0f366f264,0.2,3.5,en,6,30
fd32ce3ef,0.6,2.0,en,3,1
c4fcf4990,0.1,0.2,en,2,5
e910d17de,0.0,0.1,en,3,6
902624c4b,0.2,3.1,en,10,17
acd81a109,0.0,1.7,en,6,31
7c542e43e,0.5,3.0,en,6,10
4a4d8cadb,0.2,5.8,en,11,27
d336e6953,0.0,1.7,en,4,4
1e750bb89,0.5,1.7,en,3,15
d08b5b163,0.0,0.0,en,1,7
8e4f0e111,0.1,1.2,en,4,7
1043aca38,0.0,1.2,en,5,8
01dc16c21,0.2,7.4,en,18,29
0b0f596b5,0.0,0.0,en,1,1
e6e4a6f37,0.3,1.3,en,3,4
7b8924342,0.3,2.6,en,4,12
619f26bfc,0.0,0.0,en,1,2
c6556750a,0.5,1.1,en,2,4
3d9346cfb,0.4,0.9,en,2,2
1bb0600a7,0.3,1.3,en,3,4
4c4ba8c4e,0.3,0.8,en,2,9
c148399c0,0.4,3.6,en,7,11
4fd97d6fe,0.5,2.0,en,3,7
23a1e62d8,0.5,1.5,en,3,9
de0f0272c,0.0,0.0,en,1,6
132346d7e,0.2,0.2,en,1,4
fff24fcb5,0.3,1.2,en,3,6
80bbb481b,0.5,2.5,en,5,1
75f3c2e36,0.8,2.4,en,3,5
4d1a986bb,0.0,1.7,en,2,7
2455effb8,0.3,1.1,en,3,4
c4bcfbb1c,0.0,0.4,en,2,4
96e9f6fd8,0.2,3.3,en,6,10
87a679d31,0.1,1.4,en,3,4
42a28c241,0.2,0.5,en,2,1
1fdf2880b,0.2,2.3,en,6,12
2b31f1be3,0.4,3.9,en,7,12
c7e61f3c2,0.0,5.4,en,15,30
7125e101b,0.0,1.6,en,2,5
9dfee7db3,0.3,3.3,en,7,12
245434d5d,0.0,1.9,en,3,5
e6ff21b7e,0.6,4.8,en,8,17
04dc94c39,0.0,3.3,en,12,20
35dcf4794,0.5,2.5,en,5,9
d18218a56,0.2,0.9,en,3,5
7fa3ab674,0.2,0.8,en,3,6
6f1580039,0.3,8.9,en,21,35
f54d6a569,0.2,1.3,en,3,6
1082982dc,0.2,0.6,en,3,8
8f9010452,0.6,0.6,en,1,3
67f174628,0.3,1.0,en,3,4
0ed8d0f9c,0.4,0.8,en,2,16
68b7c23f3,0.5,2.2,en,4,6
1ae4a77ba,0.1,0.3,en,2,3
201ea7802,0.5,0.5,en,1,7
2b9fd4034,0.0,3.2,en,11,33
86ea9dda0,0.5,2.3,en,4,9
b32339429,0.5,3.2,en,6,6
2177b28d2,0.5,3.3,en,6,20
01f4746ef,0.4,3.8,en,8,10
7ebe13a93,-0.3,0.3,en,1,1
0bd83ba72,0.8,0.8,en,1,3
db3fce97e,0.5,1.0,en,2,2
6146d435c,0.1,2.3,en,5,12
6dbed5324,0.1,1.6,en,3,3
d2f04a19a,0.2,2.5,en,7,25
dc4747d5c,0.3,0.3,en,1,1
e742a643d,0.4,3.5,en,8,22
1c4afcc03,0.0,14.8,en,33,85
3fcf1b40a,0.2,3.8,en,10,20
843910e74,0.2,3.0,en,8,26
5be134946,0.4,0.8,en,2,4
ca11826f9,0.1,0.1,en,1,1
de59f42db,0.3,0.3,en,1,5
2d63b7c4f,0.0,3.3,en,9,18
850cb2e50,-0.3,6.3,en,17,53
bf1b733a7,-0.1,0.1,en,1,1
d4b028ea8,0.0,1.4,en,4,7
dd9ee4a38,-0.2,2.3,en,6,15
e825b8b9f,0.3,1.8,en,6,13
2edeb7931,0.2,3.1,en,7,11
2cf6ead97,0.4,0.9,en,2,4
96462a567,0.4,2.7,en,6,9
c59d7c9f3,0.2,2.7,en,9,12
3c008b0b7,0.1,1.0,en,4,13
6083e589b,0.3,1.1,en,3,3
c432261a7,0.1,0.9,en,4,13
64a3f89ee,0.6,0.6,en,1,1
c7402d13c,0.3,0.3,en,1,1
df1507e61,0.1,0.5,en,4,7
0822c54d5,0.0,1.3,en,6,16
4df0d1886,0.8,0.8,zh,1,8
98780fbb6,0.1,0.7,en,2,4
5f4f3347f,0.3,1.7,en,4,8
6f93a41c5,0.4,1.9,en,4,7
18b6fc5f0,0.4,4.7,en,10,12
515d9508a,0.5,1.0,en,2,2
076a67405,0.3,2.4,en,7,20
0ae247e90,0.4,0.9,en,2,4
72c626d6c,0.2,1.8,en,5,10
ff10041de,0.0,5.4,en,14,20
a22499988,0.5,1.1,en,2,4
69c1801cb,0.1,2.6,en,5,20
8df0bb3b3,0.4,5.1,en,9,41
3f2d1ff6c,0.3,1.5,en,4,11
8a6701090,0.2,0.8,en,3,3
6b24d9186,0.8,1.6,en,2,14
0ba16b529,0.3,0.6,en,2,4
219bf9c22,0.7,2.1,en,3,5
f68c70fe1,-0.1,0.8,en,4,10
4b4bb2b0a,0.0,4.7,en,15,59
c5ee96818,0.1,0.1,en,1,3
2b5249852,0.4,3.2,en,5,8
40c0fdccb,0.2,3.2,en,8,13
c2b92d7a0,0.2,1.0,en,4,3
f0ee32b27,0.4,4.2,en,7,12
fe4b30cfb,0.0,1.5,en,9,11
f584e226b,0.1,1.3,en,2,13
2bd8e5830,0.3,1.2,en,3,6
c6de9b701,-0.6,0.6,en,1,31
91f5bb21f,0.3,0.6,en,2,2
f28c8090d,0.0,0.0,en,1,1
2ac1366f4,0.9,0.9,en,1,7
64f06dc3b,0.3,3.2,en,6,16
b3995ad50,0.5,1.6,en,3,5
9ff5a1ca1,0.4,1.7,en,4,3
123f15578,-0.2,0.7,en,3,6
b2385d700,0.3,1.9,en,5,15
fa1d3af33,0.9,0.9,en,1,7
a9fdc3e4a,0.5,2.3,en,4,8
e97e1afc1,0.5,0.5,en,1,4
560232264,0.4,9.7,zh,19,23
599d24d23,0.9,0.9,en,1,1
bdcd82280,0.5,2.3,en,4,6
13a563b84,0.1,1.3,en,6,12
fd3c1a3bb,0.4,0.8,en,2,14
12890e9dc,0.0,1.7,en,4,9
c042fa2d5,0.6,1.3,en,2,21
65e75b92e,0.2,0.6,en,3,4
f8530e295,0.6,1.3,en,2,3
4f94e2b5a,0.5,1.8,en,3,5
77d395a82,0.5,1.0,en,2,3
18c3b1a1a,0.2,1.5,en,5,13
c11ca8051,0.1,1.1,en,3,7
bd331b74e,0.4,5.1,en,10,25
708ce5f42,0.1,0.1,en,1,2
dac37d01d,0.1,0.2,en,2,5
2db00a064,0.7,0.7,en,1,1
998de7b77,0.2,1.1,en,3,8
